IO, 90, 2014102306,   , BEST,   0, 116N, 0655E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1009,  200,  60,   0,   0,   A,   0,   X, 280,  13,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902014, JTWC, NCEP_TCVITALS, 
IO, 90, 2014102312,   , BEST,   0, 123N, 0637E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1009,  200,  60,   0,   0,   A,   0,   X, 285,  16,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902014, JTWC, NCEP_TCVITALS, 
IO, 90, 2014102406,   , BEST,   0, 121N, 0612E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1008,  250,  50,   0,   0,   A,   0,   X, 265,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902014, JTWC, NCEP_TCVITALS, 
IO, 90, 2014102412,   , BEST,   0, 117N, 0609E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  300,  60,   0,   0,   A,   0,   X, 245,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902014, JTWC, NCEP_TCVITALS, 
IO, 90, 2014102418,   , BEST,   0, 114N, 0610E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  265,  60,   0,   0,   A,   0,   X, 290,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902014, JTWC, NCEP_TCVITALS, 
IO, 90, 2014102500,   , BEST,   0, 120N, 0612E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1007,  265,  60,   0,   0,   A,   0,   X, 320,   3,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902014, JTWC, NCEP_TCVITALS, 
IO, 90, 2014102506,   , BEST,   0, 125N, 0615E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1008,  285,  80,   0,   0,   A,   0,   X,   5,   3,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902014, JTWC, NCEP_TCVITALS, 
IO, 90, 2014102512,   , BEST,   0, 133N, 0623E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1007,  270,  60,   0,   0,   A,   0,   X,  35,   6,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902014, JTWC, NCEP_TCVITALS, 
