IO, 90, 2014010312,   , BEST,   0, 078N, 0845E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,    ,   0,   0,   B,   0,   X, 295,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902013, JTWC, NCEP_TCVITALS, 
IO, 90, 2014010318,   , BEST,   0, 085N, 0845E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1005,  150,  40,   0,   0,   B,   0,   X, 315,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902013, JTWC, NCEP_TCVITALS, 
IO, 90, 2014010400,   , BEST,   0, 089N, 0840E,  30,  999, XX,  34, NEQ,    0,    0,    0,    0, 1004,  150,  40,   0,   0,   B,   0,   X, 315,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO902013, JTWC, NCEP_TCVITALS, 
