SH, 21, 2018042712,   , BEST,   0,  72S,  967E,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1007,  180,  45,   0,   0,    ,   0,    ,   0,   0,     INVEST,  ,  
SH, 21, 2018042718,   , BEST,   0,  78S,  953E,  25, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  200,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S,  
SH, 21, 2018042800,   , BEST,   0,  83S,  940E,  30, 1002, TD,   0,    ,    0,    0,    0,    0, 1008,  200,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S,  
SH, 21, 2018042806,   , BEST,   0,  89S,  925E,  35, 1002, TS,  34, NEQ,   40,   60,   50,   30, 1007,  200,  40,   0,   0,   S,   0,    ,   0,   0,  TWENTYONE, S,  0,    ,    0,    0,    0,    0, TRANSITIONED, shE82018 to sh212018,                                                                                                                                                                                       
SH, 21, 2018042812,   , BEST,   0,  96S,  912E,  40, 1000, TS,  34, NEQ,   60,   80,   60,   40, 1006,  210,  35,   0,   0,   S,   0,    ,   0,   0,  TWENTYONE, S,  
SH, 21, 2018042818,   , BEST,   0, 102S,  902E,  45,  998, TS,  34, NEQ,   70,  100,   70,   50, 1007,  200,  35,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, S,  
SH, 21, 2018042900,   , BEST,   0, 112S,  889E,  50,  995, TS,  34, NEQ,   80,  120,   90,   70, 1006,  190,  30,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, M,  
SH, 21, 2018042900,   , BEST,   0, 112S,  889E,  50,  995, TS,  50, NEQ,   36,   61,   42,   29, 1006,  190,  30,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, M,  
SH, 21, 2018042906,   , BEST,   0, 120S,  876E,  55,  992, TS,  34, NEQ,   80,  120,  100,   70, 1006,  180,  30,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, M,  
SH, 21, 2018042906,   , BEST,   0, 120S,  876E,  55,  992, TS,  50, NEQ,   36,   61,   49,   30, 1006,  180,  30,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, M,  
SH, 21, 2018042912,   , BEST,   0, 127S,  864E,  55,  992, TS,  34, NEQ,   80,  120,  110,   70, 1006,  190,  25,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, M,  
SH, 21, 2018042912,   , BEST,   0, 127S,  864E,  55,  992, TS,  50, NEQ,   36,   61,   55,   30, 1006,  190,  25,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, M,  
SH, 21, 2018042918,   , BEST,   0, 135S,  855E,  55,  992, TS,  34, NEQ,   90,  120,  110,   70, 1006,  190,  25,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, M,  
SH, 21, 2018042918,   , BEST,   0, 135S,  855E,  55,  992, TS,  50, NEQ,   42,   61,   55,   30, 1006,  190,  25,   0,   0,   S,   0,    ,   0,   0,  FLAMBOYAN, M,  
