EP, 05, 2013070412,   , BEST,   0, 132N,  982W,  30, 1006, TD,  34, NEQ,    0,    0,    0,    0, 1009,  150,  60,  40,   0,   E,   0,    ,   0,   0,       FIVE, M, 
EP, 05, 2013070418,   , BEST,   0, 138N,  989W,  30, 1006, TD,  34, NEQ,    0,    0,    0,    0, 1009,  150,  40,  40,   0,   E,   0,    ,   0,   0,       FIVE, M, 
EP, 05, 2013070500,   , BEST,   0, 144N,  998W,  35, 1005, TS,  34, NEQ,   70,    0,    0,   40, 1009,  150,  40,  50,   0,   E,   0,    ,   0,   0,      ERICK, M, 
EP, 05, 2013070506,   , BEST,   0, 150N, 1008W,  40, 1003, TS,  34, NEQ,   80,   40,    0,   40, 1009,  150,  40,  50,   0,   E,   0,    ,   0,   0,      ERICK, M, 
EP, 05, 2013070512,   , BEST,   0, 155N, 1016W,  50,  998, TS,  34, NEQ,   80,   50,   30,   50, 1008,  150,  30,  60,   0,   E,   0,    ,   0,   0,      ERICK, D, 12, NEQ,   90,    0,    0,    0
EP, 05, 2013070512,   , BEST,   0, 155N, 1016W,  50,  998, TS,  50, NEQ,   30,    0,    0,    0, 1008,  150,  30,  60,   0,   E,   0,    ,   0,   0,      ERICK, D, 12, NEQ,   90,    0,    0,    0
EP, 05, 2013070518,   , BEST,   0, 160N, 1022W,  55,  996, TS,  34, NEQ,   80,   60,   40,   60, 1008,  150,  25,  65,   0,   E,   0,    ,   0,   0,      ERICK, D, 12, NEQ,   90,   15,   15,   30
EP, 05, 2013070518,   , BEST,   0, 160N, 1022W,  55,  996, TS,  50, NEQ,   30,   30,    0,   30, 1008,  150,  25,  65,   0,   E,   0,    ,   0,   0,      ERICK, D, 12, NEQ,   90,   15,   15,   30
EP, 05, 2013070600,   , BEST,   0, 164N, 1027W,  60,  991, TS,  34, NEQ,   90,   60,   40,   60, 1008,  150,  25,  75,   0,   E,   0,    ,   0,   0,      ERICK, D, 
EP, 05, 2013070600,   , BEST,   0, 164N, 1027W,  60,  991, TS,  50, NEQ,   30,   30,    0,   30, 1008,  150,  25,  75,   0,   E,   0,    ,   0,   0,      ERICK, D, 
EP, 05, 2013070606,   , BEST,   0, 169N, 1033W,  65,  987, HU,  34, NEQ,   90,   60,   40,   60, 1007,  145,  20,  75,   0,   E,   0,    ,   0,   0,      ERICK, D, 12, NEQ,  100,   60,   40,   60
EP, 05, 2013070606,   , BEST,   0, 169N, 1033W,  65,  987, HU,  50, NEQ,   30,   30,    0,   30, 1007,  145,  20,  75,   0,   E,   0,    ,   0,   0,      ERICK, D, 12, NEQ,  100,   60,   40,   60
EP, 05, 2013070606,   , BEST,   0, 169N, 1033W,  65,  987, HU,  64, NEQ,   15,    0,    0,    0, 1007,  145,  20,  75,   0,   E,   0,    ,   0,   0,      ERICK, D, 12, NEQ,  100,   60,   40,   60
EP, 05, 2013070612,   , BEST,   0, 174N, 1040W,  70,  983, HU,  34, NEQ,   90,   60,   40,   60, 1007,  130,  15,  85,   0,   E,   0,    ,   0,   0,      ERICK, D, 12, NEQ,  120,   90,   60,   90
