WP, 93, 2013010218,   , BEST,   0, 083N, 1249E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 281,   5,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932012, JTWC, MT2C_TCVITALS, 
WP, 93, 2013010218,   , BEST,   0, 079N, 1258E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  45,   0,   0,   W,   0,   X, 290,  21,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932012, JTWC, MT2C_TCVITALS, 
WP, 93, 2013010300,   , BEST,   0, 085N, 1240E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  45,   0,   0,   W,   0,   X, 285,  20,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932012, JTWC, MT2C_TCVITALS, 
WP, 93, 2013010300,   , BEST,   0, 085N, 1239E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  45,   0,   0,   W,   0,   X, 285,  21,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932012, JTWC, MT2C_TCVITALS, 
WP, 93, 2013010306,   , BEST,   0, 093N, 1208E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1006,  160,  45,   0,   0,   W,   0,   X, 285,  25,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932012, JTWC, MT2C_TCVITALS, 
WP, 93, 2013010312,   , BEST,   0, 087N, 1194E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  150,  40,   0,   0,   W,   0,   X, 275,  21,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932012, JTWC, MT2C_TCVITALS, 
