EP, 10, 2020081218,   , BEST,   0, 131N, 1271W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1009,  150,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081300,   , BEST,   0, 133N, 1279W,  25, 1005, LO,   0,    ,    0,    0,    0,    0, 1008,  150,  40,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081306,   , BEST,   0, 135N, 1288W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  40,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, TRANSITIONED, epB22020 to ep102020, 
EP, 10, 2020081312,   , BEST,   0, 137N, 1295W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1009,  120,  40,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081318,   , BEST,   0, 140N, 1303W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1009,  120,  40,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081400,   , BEST,   0, 141N, 1309W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  40,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081406,   , BEST,   0, 140N, 1314W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  40,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081412,   , BEST,   0, 138N, 1319W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  40,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081418,   , BEST,   0, 136N, 1325W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S, 12, NEQ,    0,   45,   45,   45, genesis-num, 018, 
EP, 10, 2020081500,   , BEST,   0, 134N, 1330W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S, 12, NEQ,    0,   45,   45,   45, genesis-num, 018, 
EP, 10, 2020081506,   , BEST,   0, 133N, 1333W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S, 12, NEQ,    0,   45,   45,   45, genesis-num, 018, 
EP, 10, 2020081512,   , BEST,   0, 132N, 1335W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S, 12, NEQ,    0,   45,   45,   45, genesis-num, 018, 
EP, 10, 2020081518,   , BEST,   0, 131N, 1337W,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S, 12, NEQ,    0,   45,   45,   45, genesis-num, 018, 
EP, 10, 2020081600,   , BEST,   0, 131N, 1338W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1007,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081606,   , BEST,   0, 133N, 1338W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081612,   , BEST,   0, 136N, 1339W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  30,  40,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081618,   , BEST,   0, 141N, 1340W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  30,  35,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081700,   , BEST,   0, 145N, 1341W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  30,   0,   0,    ,   0,    ,   0,   0,        TEN,  ,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081706,   , BEST,   0, 148N, 1346W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  30,   0,   0,    ,   0,    ,   0,   0,        TEN,  ,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081712,   , BEST,   0, 149N, 1354W,  20, 1008, LO,   0,    ,    0,    0,    0,    0, 1009,  120,  50,   0,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
EP, 10, 2020081718,   , BEST,   0, 150N, 1362W,  20, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   E,   0,    ,   0,   0,        TEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 018, 
