IO, 96, 2016080912,   , BEST,   0, 216N, 0892E,  30,  995, XX,  34, NEQ,    0,    0,    0,    0, 1000,  150,  35,   0,   0,   B,   0,   X, 205,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO962016, JTWC, NCEP_TCVITALS, 
IO, 96, 2016080918,   , BEST,   0, 225N, 0895E,  30,  995, XX,  34, NEQ,    0,    0,    0,    0, 1000,  160,  35,   0,   0,   B,   0,   X, 225,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO962016, JTWC, NCEP_TCVITALS, 
IO, 96, 2016081000,   , BEST,   0, 231N, 0894E,  30,  997, XX,  34, NEQ,    0,    0,    0,    0, 1000,  130,  35,   0,   0,   B,   0,   X, 330,   2,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO962016, JTWC, NCEP_TCVITALS, 
IO, 96, 2016081006,   , BEST,   0, 234N, 0890E,  30,  996, XX,  34, NEQ,    0,    0,    0,    0, 1000,  130,  35,   0,   0,   B,   0,   X, 345,   5,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO962016, JTWC, NCEP_TCVITALS, 
IO, 96, 2016081012,   , BEST,   0, 236N, 0886E,  30,  997, XX,  34, NEQ,    0,    0,    0,    0, 1000,  130,  40,   0,   0,   B,   0,   X, 325,   5,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO962016, JTWC, NCEP_TCVITALS, 
