AL, 10, 2001092112,   , BEST,   0, 251N,  642W,  25, 1012, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092118,   , BEST,   0, 258N,  650W,  25, 1012, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092200,   , BEST,   0, 265N,  655W,  25, 1010, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092206,   , BEST,   0, 272N,  659W,  30, 1010, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092212,   , BEST,   0, 279N,  663W,  40, 1007, TS,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092218,   , BEST,   0, 286N,  667W,  50,  998, TS,  35, NEQ,   75,   75,   50,   75, 1014,  125,  50,   0,   0, 
AL, 10, 2001092300,   , BEST,   0, 293N,  670W,  55,  995, TS,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092306,   , BEST,   0, 301N,  673W,  55,  994, TS,  35, NEQ,   40,   25,   25,   60, 1014,  125,  15,   0,   0, 
AL, 10, 2001092312,   , BEST,   0, 310N,  675W,  65,  990, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092318,   , BEST,   0, 319N,  674W,  80,  986, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092400,   , BEST,   0, 328N,  671W,  85,  983, HU,  35, NEQ,   90,   90,   30,   30, 1016,  125,  15,   0,   0, 
AL, 10, 2001092406,   , BEST,   0, 338N,  668W,  75,  989, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092412,   , BEST,   0, 350N,  663W,  70,  990, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092418,   , BEST,   0, 359N,  654W,  70,  991, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092500,   , BEST,   0, 368N,  643W,  65,  992, HU,  35, NEQ,   75,  100,  100,   75, 1015,  150,  15,   0,   0, 
AL, 10, 2001092506,   , BEST,   0, 377N,  634W,  65,  992, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092512,   , BEST,   0, 385N,  624W,  65,  992, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092518,   , BEST,   0, 392N,  616W,  65,  990, HU,  35, NEQ,   60,  120,   60,   60, 1015,  150,  15,   0,   0, 
AL, 10, 2001092600,   , BEST,   0, 396N,  607W,  65,  990, HU,  35, NEQ,   60,  120,   60,   60, 1015,  150,  20,   0,   0, 
AL, 10, 2001092606,   , BEST,   0, 404N,  603W,  75,  980, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092612,   , BEST,   0, 410N,  592W,  90,  970, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092618,   , BEST,   0, 418N,  575W,  80,  977, HU,  35, NEQ,   60,  120,  100,   60, 1015,  150,  25,   0,   0, 
AL, 10, 2001092700,   , BEST,   0, 422N,  546W,  70,  987, HU,  35, NEQ,   60,  120,  100,   60, 1015,  150,  25,   0,   0, 
AL, 10, 2001092706,   , BEST,   0, 424N,  513W,  65,  991, HU,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092712,   , BEST,   0, 422N,  475W,  60,  994, TS,   0,    ,    0,    0,    0,    0, 
AL, 10, 2001092718,   , BEST,   0, 415N,  445W,  45,  996, TS,  35, NEQ,   50,  100,  100,   50, 1012,  180,  25,   0,   0, 
