IO, 91, 2020051418,   , BEST,   0, 106N, 0885E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1006,  150,  50,   0,   0,   B,   0,   X,  50,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
IO, 91, 2020051500,   , BEST,   0, 093N, 0887E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1006,  150,  50,   0,   0,   B,   0,   X, 120,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
IO, 91, 2020051506,   , BEST,   0, 094N, 0862E,  20, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1006,  150,  50,   0,   0,   B,   0,   X, 290,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
IO, 91, 2020051512,   , BEST,   0, 099N, 0863E,  20, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1006,  150,  50,   0,   0,   B,   0,   X, 335,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
IO, 91, 2020051518,   , BEST,   0, 104N, 0864E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1006,  150,  50,   0,   0,   B,   0,   X,    ,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
IO, 91, 2020051600,   , BEST,   0, 108N, 0863E,  30, 1001, XX,  34, NEQ,    0,    0,    0,    0, 1006,  150,  50,   0,   0,   B,   0,   X,   5,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
IO, 91, 2020051606,   , BEST,   0, 098N, 0864E,  35,  998, XX,  34, NEQ,   50,   70,   55,   40, 1004,  215,  55,   0,   0,   B,   0,   X, 330,   3,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
IO, 91, 2020101206,   , BEST,   0, 159N, 0861E,  25,  999, XX,  34, NEQ,    0,    0,    0,    0, 1002,  240,  55,   0,   0,   B,   0,   X, 285,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
IO, 91, 2020101212,   , BEST,   0, 163N, 0841E,  25,  998, XX,  34, NEQ,    0,    0,    0,    0, 1002,  240,  55,   0,   0,   B,   0,   X, 285,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912020, JTWC, NCEP_TCVITALS, 
