EP, 03, 2013062312,   , BEST,   0, 118N, 1036W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  240, 100,  40,   0,   E,   0,    ,   0,   0,      THREE, M, 
EP, 03, 2013062318,   , BEST,   0, 120N, 1037W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  240,  90,  40,   0,   E,   0,    ,   0,   0,      THREE, M, 
EP, 03, 2013062400,   , BEST,   0, 122N, 1041W,  35, 1003, TS,  34, NEQ,    0,   90,    0,    0, 1008,  240,  90,  40,   0,   E,   0,    ,   0,   0,      THREE, M, 
EP, 03, 2013062406,   , BEST,   0, 127N, 1047W,  40, 1000, TS,  34, NEQ,   90,  120,    0,    0, 1008,  240,  90,  45,   0,   E,   0,    ,   0,   0,      COSME, D, 
EP, 03, 2013062412,   , BEST,   0, 138N, 1055W,  45,  997, TS,  34, NEQ,  150,  150,    0,    0, 1008,  300,  80,   0,   0,   E,   0,    ,   0,   0,      COSME, D, 
EP, 03, 2013062418,   , BEST,   0, 147N, 1065W,  50,  995, TS,  34, NEQ,  150,  150,    0,   90, 1008,  310,  70,  60,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  120,  240,  240,   30
EP, 03, 2013062418,   , BEST,   0, 147N, 1065W,  50,  995, TS,  50, NEQ,   30,    0,    0,    0, 1008,  310,  70,  60,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  120,  240,  240,   30
EP, 03, 2013062500,   , BEST,   0, 156N, 1075W,  55,  992, TS,  34, NEQ,  150,  150,    0,  150, 1009,  300,  30,  65,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  120,  240,  300,  120
EP, 03, 2013062500,   , BEST,   0, 156N, 1075W,  55,  992, TS,  50, NEQ,   30,   30,    0,    0, 1009,  300,  30,  65,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  120,  240,  300,  120
EP, 03, 2013062506,   , BEST,   0, 165N, 1089W,  60,  990, TS,  34, NEQ,  150,  150,    0,  150, 1009,  300,  30,  65,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  180,  300,  360,  120
EP, 03, 2013062506,   , BEST,   0, 165N, 1089W,  60,  990, TS,  50, NEQ,   30,   30,    0,    0, 1009,  300,  30,  65,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  180,  300,  360,  120
EP, 03, 2013062512,   , BEST,   0, 172N, 1102W,  65,  988, HU,  34, NEQ,  150,  150,   30,  120, 1009,  300,  20,  75,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  240,  540,  420,  150
EP, 03, 2013062512,   , BEST,   0, 172N, 1102W,  65,  988, HU,  50, NEQ,   30,   30,   20,   20, 1009,  300,  20,  75,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  240,  540,  420,  150
EP, 03, 2013062512,   , BEST,   0, 172N, 1102W,  65,  988, HU,  64, NEQ,   15,    0,    0,    0, 1009,  300,  20,  75,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  240,  540,  420,  150
EP, 03, 2013062518,   , BEST,   0, 175N, 1115W,  70,  984, HU,  34, NEQ,  150,  120,   60,  100, 1009,  300,  20,  85,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062518,   , BEST,   0, 175N, 1115W,  70,  984, HU,  50, NEQ,   50,   40,   30,   40, 1009,  300,  20,  85,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062518,   , BEST,   0, 175N, 1115W,  70,  984, HU,  64, NEQ,   30,   20,    0,    0, 1009,  300,  20,  85,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062600,   , BEST,   0, 178N, 1128W,  75,  980, HU,  34, NEQ,  150,  120,   60,  100, 1009,  300,  15,  90,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062600,   , BEST,   0, 178N, 1128W,  75,  980, HU,  50, NEQ,   50,   40,   30,   40, 1009,  300,  15,  90,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062600,   , BEST,   0, 178N, 1128W,  75,  980, HU,  64, NEQ,   30,   20,   20,   20, 1009,  300,  15,  90,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062606,   , BEST,   0, 182N, 1139W,  70,  983, HU,  34, NEQ,  150,  120,   80,  100, 1009,  300,  15,  90,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062606,   , BEST,   0, 182N, 1139W,  70,  983, HU,  50, NEQ,   60,   50,   40,   50, 1009,  300,  15,  90,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062606,   , BEST,   0, 182N, 1139W,  70,  983, HU,  64, NEQ,   30,   20,   20,   20, 1009,  300,  15,  90,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  330,  540,  480,  180
EP, 03, 2013062612,   , BEST,   0, 187N, 1149W,  65,  985, TS,  34, NEQ,  150,  100,   90,  120, 1008,  325,  15,  75,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  420,  540,  480,  240
EP, 03, 2013062612,   , BEST,   0, 187N, 1149W,  65,  985, TS,  50, NEQ,   70,   60,   50,   70, 1008,  325,  15,  75,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  420,  540,  480,  240
EP, 03, 2013062612,   , BEST,   0, 187N, 1149W,  65,  985, TS,  64, NEQ,   20,    0,    0,    0, 1008,  325,  15,  75,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  420,  540,  480,  240
EP, 03, 2013062618,   , BEST,   0, 191N, 1159W,  60,  988, TS,  34, NEQ,  150,  100,   90,  120, 1008,  325,  15,  65,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  450,  540,  450,  240
EP, 03, 2013062618,   , BEST,   0, 191N, 1159W,  60,  988, TS,  50, NEQ,   60,   50,   40,   60, 1008,  325,  15,  65,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  450,  540,  450,  240
EP, 03, 2013062700,   , BEST,   0, 195N, 1171W,  50,  993, TS,  34, NEQ,  120,   70,   60,  110, 1008,  300,  15,  55,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  360,  420,  360,  180
EP, 03, 2013062700,   , BEST,   0, 195N, 1171W,  50,  993, TS,  50, NEQ,   40,    0,    0,   40, 1008,  300,  15,  55,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  360,  420,  360,  180
EP, 03, 2013062706,   , BEST,   0, 199N, 1186W,  45, 1000, TS,  34, NEQ,   90,   40,   40,   90, 1008,  240,  30,  55,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  300,  300,  270,  240
EP, 03, 2013062712,   , BEST,   0, 203N, 1202W,  35, 1003, LO,  34, NEQ,   80,    0,    0,   80, 1008,  240,  40,  45,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  300,  300,  270,  240
EP, 03, 2013062718,   , BEST,   0, 207N, 1218W,  30, 1004, LO,   0,    ,    0,    0,    0,    0, 1008,  240,  40,  40,   0,   E,   0,    ,   0,   0,      COSME, D, 12, NEQ,  300,  300,  240,  240
EP, 03, 2013062800,   , BEST,   0, 210N, 1234W,  30, 1004, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013062806,   , BEST,   0, 214N, 1250W,  30, 1004, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013062812,   , BEST,   0, 217N, 1265W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013062818,   , BEST,   0, 219N, 1280W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013062900,   , BEST,   0, 220N, 1295W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013062906,   , BEST,   0, 221N, 1310W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013062912,   , BEST,   0, 223N, 1326W,  20, 1006, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013062918,   , BEST,   0, 225N, 1342W,  20, 1006, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013063000,   , BEST,   0, 227N, 1355W,  20, 1007, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013063006,   , BEST,   0, 229N, 1367W,  20, 1008, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013063012,   , BEST,   0, 230N, 1378W,  20, 1008, LO,   0,    ,    0,    0,    0,    0, 
EP, 03, 2013063018,   , BEST,   0, 231N, 1388W,  20, 1010, LO,   0,    ,    0,    0,    0,    0, 
