WP, 95, 2013010818,   , BEST,   0, 041N, 1415E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 264,   4,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP952012, JTWC, MT2C_TCVITALS, 
WP, 95, 2013010818,   , BEST,   0, 041N, 1415E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 210,  10,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP952012, JTWC, MT2C_TCVITALS, 
WP, 95, 2013010900,   , BEST,   0, 054N, 1413E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 256,   4,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP952012, JTWC, MT2C_TCVITALS, 
WP, 95, 2013010906,   , BEST,   0, 064N, 1388E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 311,  18,     INVEST,  ,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP952012, JTWC, MT2C_TCVITALS, 
