AL, 04, 2003070700,   , BEST,   0, 111N,  535W,  25, 1010, WV,  34, NEQ,    0,    0,    0,    0, 1010,  150,  30,   0,   0, 
AL, 04, 2003070706,   , BEST,   0, 118N,  553W,  30, 1010, WV,  34, NEQ,    0,    0,    0,    0, 1010,  100,  30,   0,   0, 
AL, 04, 2003070712,   , BEST,   0, 126N,  575W,  30, 1010, WV,  34, NEQ,    0,    0,    0,    0, 1010,  100,  30,   0,   0, 
AL, 04, 2003070718,   , BEST,   0, 132N,  598W,  35, 1010, WV,  34, NEQ,    0,    0,    0,    0, 1011,  100,  30,   0,   0, 
AL, 04, 2003070800,   , BEST,   0, 137N,  620W,  35, 1009, WV,  34, NEQ,    0,    0,    0,    0, 1012,  100,  30,   0,   0, 
AL, 04, 2003070806,   , BEST,   0, 140N,  648W,  40, 1009, WV,   0,    ,    0,    0,    0,    0, 
AL, 04, 2003070812,   , BEST,   0, 144N,  676W,  40, 1009, WV,  34, NEQ,    0,    0,    0,    0, 1011,  100,  30,   0,   0, 
AL, 04, 2003070818,   , BEST,   0, 148N,  700W,  45, 1006, TS,  34, NEQ,   60,    0,    0,   60, 1011,  120,  20,   0,   0, 
AL, 04, 2003070900,   , BEST,   0, 150N,  720W,  50, 1001, TS,  34, NEQ,   60,    0,    0,   60, 1011,  120,  20,   0,   0, 
AL, 04, 2003070906,   , BEST,   0, 151N,  744W,  60, 1003, TS,  34, NEQ,  140,   25,   25,  140, 1011,  125,  20,   0,   0, 
AL, 04, 2003070912,   , BEST,   0, 153N,  765W,  55, 1004, TS,  34, NEQ,  140,   25,   25,  140, 1010,  125,  25,   0,   0, 
AL, 04, 2003070918,   , BEST,   0, 158N,  786W,  55, 1002, TS,  34, NEQ,  140,   25,   25,  140, 1010,  125,  20,   0,   0, 
AL, 04, 2003071000,   , BEST,   0, 161N,  803W,  55, 1002, TS,  34, NEQ,  140,   25,   25,  140, 1010,  125,  20,   0,   0, 
AL, 04, 2003071006,   , BEST,   0, 166N,  817W,  55,  998, TS,  34, NEQ,  140,   25,   25,  140, 1008,  100,  25,   0,   0, 
AL, 04, 2003071012,   , BEST,   0, 175N,  828W,  70,  988, HU,  34, NEQ,  140,   30,   30,  140, 1008,  100,  10,   0,   0, 
AL, 04, 2003071018,   , BEST,   0, 186N,  841W,  55, 1003, TS,  34, NEQ,  140,   30,   30,  140, 1008,  100,  10,   0,   0, 
AL, 04, 2003071100,   , BEST,   0, 197N,  855W,  50, 1010, TS,  34, NEQ,  120,  100,   20,  120, 1011,  100,  10,   0,   0, 
AL, 04, 2003071106,   , BEST,   0, 204N,  863W,  50, 1009, TS,  34, NEQ,  120,  100,   20,   75, 1011,  100,  10,   0,   0, 
AL, 04, 2003071110,   , BEST,   0, 208N,  869W,  50, 1009, TS,   0,    ,    0,    0,    0,    0, 
AL, 04, 2003071112,   , BEST,   0, 211N,  872W,  50, 1009, TS,  34, NEQ,  100,  100,   20,  100, 1013,  100,  20,   0,   0, 
AL, 04, 2003071118,   , BEST,   0, 218N,  882W,  45, 1009, TS,  34, NEQ,  100,  100,    0,  100, 1012,  100,  40,   0,   0, 
AL, 04, 2003071200,   , BEST,   0, 226N,  892W,  45, 1008, TS,  34, NEQ,  100,    0,    0,    0, 1012,  100,  40,   0,   0, 
AL, 04, 2003071206,   , BEST,   0, 233N,  902W,  45, 1007, TS,  34, NEQ,  100,    0,    0,    0, 1012,  100,  50,   0,   0, 
AL, 04, 2003071212,   , BEST,   0, 239N,  907W,  45, 1006, TS,  34, NEQ,  100,    0,    0,    0, 1014,  100,  50,   0,   0, 
AL, 04, 2003071218,   , BEST,   0, 246N,  909W,  45, 1008, TS,  34, NEQ,  120,  120,    0,    0, 1016,  100,  50,   0,   0, 
AL, 04, 2003071300,   , BEST,   0, 249N,  915W,  45, 1003, TS,  34, NEQ,  120,  120,    0,    0, 1016,  100,  50,   0,   0, 
AL, 04, 2003071306,   , BEST,   0, 249N,  919W,  45, 1005, TS,  34, NEQ,  120,  120,    0,   50, 1016,  100,  50,   0,   0, 
AL, 04, 2003071312,   , BEST,   0, 251N,  921W,  50,  999, TS,  34, NEQ,  120,   90,    0,   50, 1015,  150,  30,   0,   0, 
AL, 04, 2003071318,   , BEST,   0, 253N,  922W,  50,  995, TS,  34, NEQ,  120,  100,   30,   90, 1015,  160,  30,   0,   0, 
AL, 04, 2003071400,   , BEST,   0, 256N,  922W,  55,  991, TS,  34, NEQ,  120,  120,   40,   90, 1015,  160,  25,   0,   0, 
AL, 04, 2003071406,   , BEST,   0, 260N,  923W,  55,  993, TS,  34, NEQ,  120,  120,   40,   90, 1015,  160,  25,   0,   0, 
AL, 04, 2003071412,   , BEST,   0, 267N,  926W,  55,  991, TS,  34, NEQ,  120,  120,   40,  105, 1013,  180,  20,   0,   0, 
AL, 04, 2003071418,   , BEST,   0, 273N,  930W,  60,  989, TS,  34, NEQ,  120,  120,   40,  105, 1013,  180,  20,   0,   0, 
