AL, 10, 2004090712,   , BEST,   0, 315N,  397W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2004090718,   , BEST,   0, 317N,  393W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2004090800,   , BEST,   0, 320N,  387W,  25, 1010, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2004090806,   , BEST,   0, 323N,  381W,  25, 1011, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2004090812,   , BEST,   0, 328N,  371W,  25, 1012, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2004090818,   , BEST,   0, 338N,  360W,  25, 1012, TD,   0,    ,    0,    0,    0,    0, 
AL, 10, 2004090900,   , BEST,   0, 353N,  350W,  30, 1012, TD,   0,    ,    0,    0,    0,    0, 1016,  150,  40,   0,   0, 
AL, 10, 2004090906,   , BEST,   0, 362N,  343W,  30, 1013, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,  40,   0, 
AL, 10, 2004090912,   , BEST,   0, 365N,  336W,  30, 1013, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,  40,   0, 
AL, 10, 2004090918,   , BEST,   0, 360N,  334W,  30, 1014, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,  35,   0, 
AL, 10, 2004091000,   , BEST,   0, 357N,  323W,  30, 1014, LO,   0,    ,    0,    0,    0,    0, 
AL, 10, 2004091006,   , BEST,   0, 355N,  310W,  25, 1015, LO,   0,    ,    0,    0,    0,    0, 
AL, 10, 2004091012,   , BEST,   0, 353N,  295W,  20, 1016, LO,   0,    ,    0,    0,    0,    0, 
