AL, 07, 2001090718,   , BEST,   0, 139N,  284W,  30, 1008, TD,  35, NEQ,    0,    0,    0,    0, 1012,  150,  30,   0,   0, 
AL, 07, 2001090800,   , BEST,   0, 144N,  295W,  30, 1007, TD,  35, NEQ,    0,    0,    0,    0, 1012,  150,  45,   0,   0, 
AL, 07, 2001090806,   , BEST,   0, 148N,  310W,  30, 1007, TD,  35, NEQ,    0,    0,    0,    0, 1012,  150,  45,   0,   0, 
AL, 07, 2001090812,   , BEST,   0, 150N,  330W,  30, 1008, TD,  35, NEQ,    0,    0,    0,    0, 1012,  150,  45,   0,   0, 
AL, 07, 2001090818,   , BEST,   0, 150N,  351W,  25, 1009, WV,  35, NEQ,    0,    0,    0,    0, 1012,  150,  45,   0,   0, 
AL, 07, 2001090900,   , BEST,   0, 150N,  370W,  25, 1009, WV,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001090906,   , BEST,   0, 150N,  387W,  25, 1009, WV,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001090912,   , BEST,   0, 150N,  402W,  25, 1009, WV,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001090918,   , BEST,   0, 150N,  417W,  25, 1009, WV,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091000,   , BEST,   0, 152N,  431W,  25, 1009, WV,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091006,   , BEST,   0, 160N,  437W,  30, 1008, TD,  35, NEQ,    0,    0,    0,    0, 1012,  150,  60,   0,   0, 
AL, 07, 2001091012,   , BEST,   0, 165N,  448W,  30, 1008, TD,  35, NEQ,    0,    0,    0,    0, 1011,  200,  60,   0,   0, 
AL, 07, 2001091018,   , BEST,   0, 169N,  458W,  30, 1007, TD,  35, NEQ,    0,    0,    0,    0, 1011,  200,  60,   0,   0, 
AL, 07, 2001091100,   , BEST,   0, 173N,  468W,  30, 1006, TD,  35, NEQ,    0,    0,    0,    0, 1011,  200,  60,   0,   0, 
AL, 07, 2001091106,   , BEST,   0, 178N,  474W,  30, 1004, TD,  35, NEQ,   45,   45,    0,    0, 1011,  200,  45,   0,   0, 
AL, 07, 2001091112,   , BEST,   0, 186N,  477W,  35, 1003, TS,  35, NEQ,   45,   45,    0,   45, 1011,  200,  45,   0,   0, 
AL, 07, 2001091118,   , BEST,   0, 194N,  480W,  35, 1003, TS,  35, NEQ,   75,   75,   25,   75, 1011,  200,  30,   0,   0, 
AL, 07, 2001091200,   , BEST,   0, 202N,  484W,  40, 1000, TS,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091206,   , BEST,   0, 210N,  488W,  45,  998, TS,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091212,   , BEST,   0, 220N,  489W,  55,  994, TS,  35, NEQ,   75,  150,   25,   75, 1011,  200,  30,   0,   0, 
AL, 07, 2001091218,   , BEST,   0, 229N,  490W,  60,  993, TS,  35, NEQ,  100,  100,   75,  100, 1012,  250,  30,   0,   0, 
AL, 07, 2001091300,   , BEST,   0, 239N,  489W,  65,  987, HU,  35, NEQ,  150,  150,   75,  150, 1012,  250,  30,   0,   0, 
AL, 07, 2001091306,   , BEST,   0, 248N,  486W,  75,  979, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091312,   , BEST,   0, 259N,  484W,  85,  972, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091318,   , BEST,   0, 271N,  480W,  95,  966, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091400,   , BEST,   0, 282N,  472W, 100,  962, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091406,   , BEST,   0, 293N,  466W, 100,  962, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091412,   , BEST,   0, 301N,  455W,  95,  966, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091418,   , BEST,   0, 309N,  443W,  90,  970, HU,  35, NEQ,  150,  150,  100,  100, 1012,  250,  35,   0,   0, 
AL, 07, 2001091500,   , BEST,   0, 312N,  428W,  90,  970, HU,  35, NEQ,  150,  150,  100,  100, 1012,  250,  35,   0,   0, 
AL, 07, 2001091506,   , BEST,   0, 315N,  414W,  90,  970, HU,  35, NEQ,  150,  150,  150,  150, 1012,  250,  25,   0,   0, 
AL, 07, 2001091512,   , BEST,   0, 317N,  395W,  90,  970, HU,  35, NEQ,  150,  150,  150,  150, 1012,  250,  25,   0,   0, 
AL, 07, 2001091518,   , BEST,   0, 321N,  376W,  85,  975, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091600,   , BEST,   0, 321N,  360W,  85,  975, HU,  35, NEQ,  170,  170,  150,  150, 1012,  250,  25,   0,   0, 
AL, 07, 2001091606,   , BEST,   0, 326N,  348W,  80,  976, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091612,   , BEST,   0, 334N,  333W,  75,  977, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091618,   , BEST,   0, 343N,  324W,  70,  979, HU,  35, NEQ,  170,  170,  150,  150, 1012,  250,  40,   0,   0, 
AL, 07, 2001091700,   , BEST,   0, 351N,  320W,  70,  981, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091706,   , BEST,   0, 354N,  317W,  65,  983, HU,   0,    ,    0,    0,    0,    0, 
AL, 07, 2001091712,   , BEST,   0, 353N,  315W,  60,  985, TS,  35, NEQ,  150,  200,  200,  150, 1012,  250,  40,   0,   0, 
AL, 07, 2001091718,   , BEST,   0, 352N,  318W,  55,  990, TS,  35, NEQ,  150,  180,  180,  150, 1012,  250,  30,   0,   0, 
AL, 07, 2001091800,   , BEST,   0, 350N,  320W,  45,  995, TS,  35, NEQ,  150,  150,  150,  150, 1012,  250,  30,   0,   0, 
AL, 07, 2001091806,   , BEST,   0, 348N,  320W,  40,  998, TS,  35, NEQ,  150,  150,  150,  150, 1012,  250,  30,   0,   0, 
AL, 07, 2001091812,   , BEST,   0, 347N,  319W,  35, 1001, TS,  35, NEQ,  100,  100,  100,  100, 1012,  250,  30,   0,   0, 
AL, 07, 2001091818,   , BEST,   0, 347N,  317W,  30, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1012,  250,  45,   0,   0, 
AL, 07, 2001091900,   , BEST,   0, 346N,  316W,  25, 1002, TD,  35, NEQ,    0,    0,    0,    0, 1012,  250, 100,   0,   0, 
