AL, 19, 2011110600,   , BEST,   0, 285N,  700W,  45, 1005, EX,  34, NEQ,  400,    0,    0,    0, 
AL, 19, 2011110606,   , BEST,   0, 285N,  692W,  45, 1005, EX,  34, NEQ,  400,    0,    0,    0, 
AL, 19, 2011110612,   , BEST,   0, 284N,  688W,  45, 1005, EX,  34, NEQ,  400,    0,    0,    0, 
AL, 19, 2011110618,   , BEST,   0, 280N,  685W,  45, 1005, EX,  34, NEQ,  400,    0,    0,    0, 
AL, 19, 2011110700,   , BEST,   0, 279N,  686W,  45, 1005, EX,  34, NEQ,  350,    0,    0,    0, 
AL, 19, 2011110706,   , BEST,   0, 277N,  687W,  40, 1005, EX,  34, NEQ,  350,    0,    0,    0, 
AL, 19, 2011110712,   , BEST,   0, 275N,  690W,  40, 1005, EX,  34, NEQ,  350,    0,    0,    0, 
AL, 19, 2011110718,   , BEST,   0, 276N,  693W,  40, 1004, LO,  34, NEQ,  350,    0,    0,    0, 
AL, 19, 2011110800,   , BEST,   0, 276N,  696W,  40, 1002, LO,  34, NEQ,  350,    0,    0,    0, 
AL, 19, 2011110806,   , BEST,   0, 277N,  698W,  40, 1001, SS,  34, NEQ,  300,    0,  150,  330, 1010,  300,  80,  50,   0,   L,   0,    ,   0,   0,     INVEST, M, 
AL, 19, 2011110812,   , BEST,   0, 278N,  700W,  45, 1000, SS,  34, NEQ,  300,  120,  150,  330, 1010,  300,  80,  50,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  400,  350,  300,  400
AL, 19, 2011110818,   , BEST,   0, 278N,  700W,  45,  999, TS,  34, NEQ,  200,  120,  150,  200, 1009,  300,  65,  55,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  400,  350,  300,  400
AL, 19, 2011110900,   , BEST,   0, 278N,  701W,  45,  999, TS,  34, NEQ,  240,  120,  120,  240, 1010,  270,  65,  55,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  400,  320,  350,  400
AL, 19, 2011110906,   , BEST,   0, 278N,  702W,  50,  996, TS,  34, NEQ,  250,  120,  120,  250, 1011,  300,  60,  55,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  300,  240,  240,  300
AL, 19, 2011110906,   , BEST,   0, 278N,  702W,  50,  996, TS,  50, NEQ,   60,    0,    0,    0, 1011,  300,  60,  55,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  300,  240,  240,  300
AL, 19, 2011110912,   , BEST,   0, 279N,  704W,  55,  994, TS,  34, NEQ,  250,  120,  120,  250, 1011,  300,  50,  55,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  330,  240,  240,  420
AL, 19, 2011110912,   , BEST,   0, 279N,  704W,  55,  994, TS,  50, NEQ,   60,    0,    0,    0, 1011,  300,  50,  55,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  330,  240,  240,  420
AL, 19, 2011110918,   , BEST,   0, 283N,  706W,  55,  991, TS,  34, NEQ,  250,  120,  120,  200, 1009,  330,  40,  65,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  330,  240,  240,  420
AL, 19, 2011110918,   , BEST,   0, 283N,  706W,  55,  991, TS,  50, NEQ,   60,   60,    0,   40, 1009,  330,  40,  65,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  330,  240,  240,  420
AL, 19, 2011111000,   , BEST,   0, 290N,  707W,  55,  987, TS,  34, NEQ,  220,  120,  120,  200, 1010,  315,  40,  65,   0,   L,   0,    ,   0,   0,       SEAN, D, 12, NEQ,  390,  210,  300,  420
