WP, 29, 2021121618,   , BEST,   0, 042N, 1040E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  100,  30,   0,   0,   W,   0,   X, 255,   7,  TWENTY-NI, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP292021, JTWC, NCEP_TCVITALS, 
WP, 29, 2021121706,   , BEST,   0, 041N, 1020E,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 1010,  115,  30,   0,   0,   W,   0,   X, 265,   9,  TWENTY-NI, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP292021, JTWC, NCEP_TCVITALS, 
