CP, 92, 2020082706,   , BEST,   0, 118N, 1404W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
CP, 92, 2020082712,   , BEST,   0, 118N, 1413W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
CP, 92, 2020082718,   , BEST,   0, 119N, 1421W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
CP, 92, 2020082800,   , BEST,   0, 120N, 1428W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020082806,   , BEST,   0, 121N, 1430W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020082812,   , BEST,   0, 123N, 1432W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  160,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020082818,   , BEST,   0, 124N, 1434W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  150,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020082900,   , BEST,   0, 124N, 1436W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  150,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020082906,   , BEST,   0, 122N, 1438W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  150,  90,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020082912,   , BEST,   0, 118N, 1446W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  140, 120,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020082918,   , BEST,   0, 120N, 1456W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  140,  70,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020083000,   , BEST,   0, 121N, 1465W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  130,  70,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020083006,   , BEST,   0, 121N, 1475W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150, 120,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020083012,   , BEST,   0, 121N, 1485W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150, 120,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
CP, 92, 2020083018,   , BEST,   0, 123N, 1501W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150, 120,   0,   0,   C,   0,    ,   0,   0,     INVEST, S, 
