WP, 26, 2017101806,   , BEST,   0,  91N, 1158E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1007,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 26, 2017101812,   , BEST,   0,  94N, 1162E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1006,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 26, 2017101818,   , BEST,   0,  98N, 1166E,  25, 1002, DB,   0,    ,    0,    0,    0,    0, 1005,  125,  50,   0,   0,   W,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, TRANSITIONED, wpF42017 to wp262017, 
WP, 26, 2017101900,   , BEST,   0, 104N, 1171E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1005,  125,  50,  35,   0,   W,   0,    ,   0,   0,  TWENTYSIX, S, 
WP, 26, 2017101906,   , BEST,   0, 108N, 1178E,  25, 1003, TD,   0,    ,    0,    0,    0,    0, 1005,  125,  50,   0,   0,   W,   0,    ,   0,   0,  TWENTYSIX, S, 
WP, 26, 2017101912,   , BEST,   0, 111N, 1185E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1005,  125,  50,   0,   0,   W,   0,    ,   0,   0,  TWENTYSIX, S, 
WP, 26, 2017101918,   , BEST,   0, 114N, 1194E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1005,  125,  50,   0,   0,   W,   0,    ,   0,   0,  TWENTYSIX, S, 
WP, 26, 2017102000,   , BEST,   0, 117N, 1205E,  20, 1005, DB,   0,    ,    0,    0,    0,    0, 1005,  125,  50,   0,   0,   W,   0,    ,   0,   0,  TWENTYSIX, S, 
