EP, 03, 2014060900,   , BEST,   0, 148N, 1013W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  180,  75,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 03, 2014060906,   , BEST,   0, 150N, 1014W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  180,  70,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 03, 2014060912,   , BEST,   0, 152N, 1015W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  180,  65,  35,   0,   E,   0,    ,   0,   0,     INVEST, M, 
EP, 03, 2014060918,   , BEST,   0, 154N, 1016W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,   E,   0,    ,   0,   0,      THREE, M,  0,    ,    0,    0,    0,    0,         TRANSITIONED, epA42014 to ep032014
EP, 03, 2014061000,   , BEST,   0, 156N, 1018W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  180,  40,  45,   0,   E,   0,    ,   0,   0,      THREE, M, 12, NEQ,   80,    0,    0,    0, 
EP, 03, 2014061006,   , BEST,   0, 155N, 1022W,  35, 1005, TS,  34, NEQ,   40,   30,    0,    0, 1009,  150,  30,  45,   0,   E,   0,    ,   0,   0,   CRISTINA, M, 
EP, 03, 2014061012,   , BEST,   0, 154N, 1026W,  40, 1003, TS,  34, NEQ,   40,   30,    0,    0, 1009,  150,  25,  45,   0,   E,   0,    ,   0,   0,   CRISTINA, M, 12, NEQ,   30,    0,    0,    0, 
EP, 03, 2014061018,   , BEST,   0, 153N, 1030W,  45, 1001, TS,  34, NEQ,   40,   40,   40,   40, 1009,  150,  20,  55,   0,   E,   0,    ,   0,   0,   CRISTINA, M, 12, NEQ,   40,    0,    0,    0, 
EP, 03, 2014061100,   , BEST,   0, 153N, 1034W,  55,  996, TS,  34, NEQ,   50,   50,   40,   50, 1009,  150,  15,  65,   0,   E,   0,    ,   0,   0,   CRISTINA, M, 12, NEQ,   60,    0,    0,    0, 
EP, 03, 2014061100,   , BEST,   0, 153N, 1034W,  55,  996, TS,  50, NEQ,   20,    0,    0,    0, 1009,  150,  15,  65,   0,   E,   0,    ,   0,   0,   CRISTINA, M, 12, NEQ,   60,    0,    0,    0, 
EP, 03, 2014061106,   , BEST,   0, 153N, 1039W,  65,  990, HU,  34, NEQ,   60,   50,   40,   50, 1009,  150,  15,   0,   0,   E,   0,    ,   0,   0,   CRISTINA, M, 
EP, 03, 2014061106,   , BEST,   0, 153N, 1039W,  65,  990, HU,  50, NEQ,   20,   10,    0,   20, 1009,  150,  15,   0,   0,   E,   0,    ,   0,   0,   CRISTINA, M, 
EP, 03, 2014061106,   , BEST,   0, 153N, 1039W,  65,  990, HU,  64, NEQ,   15,    0,    0,    0, 1009,  150,  15,   0,   0,   E,   0,    ,   0,   0,   CRISTINA, M, 
EP, 03, 2014061112,   , BEST,   0, 154N, 1044W,  70,  987, HU,  34, NEQ,   60,   60,   40,   50, 1009,  150,  15,  80,   0,   E,   0,    ,   0,   0,   CRISTINA, D, 12, NEQ,  120,   45,   45,  120, 
