AL, 96, 2022103018,   , BEST,   0, 344N,  625W,  30, 1005, EX,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS037,  ,  0,    ,    0,    0,    0,    0, genesis-num, 037, 
AL, 96, 2022103100,   , BEST,   0, 351N,  628W,  30, 1005, EX,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS037,  ,  0,    ,    0,    0,    0,    0, genesis-num, 037, 
AL, 96, 2022103106,   , BEST,   0, 348N,  630W,  30, 1005, EX,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS037,  ,  0,    ,    0,    0,    0,    0, genesis-num, 037, 
AL, 96, 2022103112,   , BEST,   0, 348N,  616W,  30, 1002, EX,   0,    ,    0,    0,    0,    0, 1012,  200,  40,   0,   0,   L,   0,    ,   0,   0, GENESIS037,  ,  0,    ,    0,    0,    0,    0, genesis-num, 037, 
AL, 96, 2022103118,   , BEST,   0, 351N,  609W,  35, 1001, EX,  34, NEQ,  170,   40,    0,  160, 1012,  200,  30,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 037, SPAWNINVEST, al712022 to al962022, 
AL, 96, 2022110100,   , BEST,   0, 351N,  595W,  35, 1001, EX,  34, NEQ,  170,   40,    0,  160, 1012,  200,  30,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 037, 
AL, 96, 2022110106,   , BEST,   0, 355N,  575W,  35, 1001, EX,  34, NEQ,  170,   40,   60,  160, 1014,  210,  40,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 037, 
AL, 96, 2022110112,   , BEST,   0, 353N,  565W,  40, 1000, EX,  34, NEQ,  180,   60,   60,  180, 1014,  250,  30,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 037, 
