WP, 97, 2014072018,   , BEST,   0, 062N, 1745E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 1011,  150,    ,   0,   0,   W,   0,   X, 280,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972014, JTWC, NCEP_TCVITALS, 
WP, 97, 2014072100,   , BEST,   0, 066N, 1740E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 1011,  150,    ,   0,   0,   W,   0,   X, 295,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972014, JTWC, NCEP_TCVITALS, 
WP, 97, 2014110118,   , BEST,   0, 152N, 1464E,  15, 1008, XX,  34, NEQ,    0,    0,    0,    0, 1010,  150,  50,   0,   0,   W,   0,   X,    ,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972014, JTWC, NCEP_TCVITALS, 
