IO, 91, 2014110512,   , BEST,   0, 131N, 0877E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1008,  300, 100,   0,   0,   B,   0,   X, 335,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912014, JTWC, NCEP_TCVITALS, 
IO, 91, 2014110518,   , BEST,   0, 136N, 0874E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1008,  300, 100,   0,   0,   B,   0,   X, 335,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO912014, JTWC, NCEP_TCVITALS, 
