SH, 20, 2010031012,   , BEST,   0, 146S, 1680E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 20, 2010031018,   , BEST,   0, 145S, 1678E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  50,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 20, 2010031100,   , BEST,   0, 145S, 1676E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  150,  50,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 20, 2010031106,   , BEST,   0, 146S, 1674E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  140,  40,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 20, 2010031112,   , BEST,   0, 147S, 1672E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  140,  30,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 20, 2010031118,   , BEST,   0, 148S, 1669E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1008,  145,  40,   0,   0,   P,   0,    ,   0,   0,     TWENTY, S, 
SH, 20, 2010031200,   , BEST,   0, 148S, 1665E,  40,  993, TS,  34, NEQ,   30,   30,   35,   35, 1008,  155,  30,   0,   0,   P,   0,    ,   0,   0,     TWENTY, M, 
SH, 20, 2010031206,   , BEST,   0, 145S, 1658E,  40,  993, TS,  34, NEQ,   40,   40,   45,   45, 1005,  155,  30,   0,   0,   P,   0,    ,   0,   0,     TWENTY, M, 
SH, 20, 2010031212,   , BEST,   0, 141S, 1653E,  45,  989, TS,  34, NEQ,   45,   55,   55,   45, 1004,  165,  25,   0,   0,   P,   0,    ,   0,   0,     TWENTY, M, 
SH, 20, 2010031218,   , BEST,   0, 140S, 1647E,  55,  982, TS,  34, NEQ,   45,   55,   55,   45, 1004,  165,  25,   0,   0,   P,   0,    ,   0,   0,       ULUI, M, 
SH, 20, 2010031300,   , BEST,   0, 136S, 1642E,  65,  974, HU,  34, NEQ,   50,   60,   60,   50, 1004,  165,   5,   0,   0,   P,   0,    ,   0,   0,       ULUI, M, 
SH, 20, 2010031300,   , BEST,   0, 136S, 1642E,  65,  974, HU,  50, NEQ,    5,    5,    5,    5, 1004,  165,   5,   0,   0,   P,   0,    ,   0,   0,       ULUI, M, 
SH, 20, 2010031306,   , BEST,   0, 132S, 1636E,  80,  963, HU,  34, NEQ,   65,   70,   70,   65, 1004,  165,  20,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031306,   , BEST,   0, 132S, 1636E,  80,  963, HU,  50, NEQ,   25,   25,   25,   25, 1004,  165,  20,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031312,   , BEST,   0, 130S, 1630E, 115,  937, HU,  34, NEQ,   80,   90,   90,   80, 1004,  175,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031312,   , BEST,   0, 130S, 1630E, 115,  937, HU,  50, NEQ,   30,   35,   35,   30, 1004,  175,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031312,   , BEST,   0, 130S, 1630E, 115,  937, HU,  64, NEQ,   20,   20,   20,   20, 1004,  175,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031318,   , BEST,   0, 128S, 1624E, 130,  926, HU,  34, NEQ,   90,  100,  105,   90, 1004,  185,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031318,   , BEST,   0, 128S, 1624E, 130,  926, HU,  50, NEQ,   40,   45,   45,   40, 1004,  185,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031318,   , BEST,   0, 128S, 1624E, 130,  926, HU,  64, NEQ,   30,   30,   30,   30, 1004,  185,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031400,   , BEST,   0, 127S, 1618E, 140,  918, HU,  34, NEQ,  130,  135,  140,  140, 1004,  185,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031400,   , BEST,   0, 127S, 1618E, 140,  918, HU,  50, NEQ,   60,   65,   70,   70, 1004,  185,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031400,   , BEST,   0, 127S, 1618E, 140,  918, HU,  64, NEQ,   40,   40,   40,   40, 1004,  185,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031406,   , BEST,   0, 128S, 1612E, 135,  922, HU,  34, NEQ,  130,  135,  140,  140, 1003,  195,  10,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031406,   , BEST,   0, 128S, 1612E, 135,  922, HU,  50, NEQ,   60,   65,   70,   70, 1003,  195,  10,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031406,   , BEST,   0, 128S, 1612E, 135,  922, HU,  64, NEQ,   40,   40,   40,   40, 1003,  195,  10,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031412,   , BEST,   0, 128S, 1606E, 130,  926, HU,  34, NEQ,  130,  135,  140,  140, 1001,  205,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031412,   , BEST,   0, 128S, 1606E, 130,  926, HU,  50, NEQ,   60,   65,   70,   70, 1001,  205,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031412,   , BEST,   0, 128S, 1606E, 130,  926, HU,  64, NEQ,   40,   40,   40,   40, 1001,  205,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031418,   , BEST,   0, 128S, 1600E, 125,  929, HU,  34, NEQ,  120,  125,  130,  125, 1001,  205,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031418,   , BEST,   0, 128S, 1600E, 125,  929, HU,  50, NEQ,   50,   55,   60,   55, 1001,  205,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031418,   , BEST,   0, 128S, 1600E, 125,  929, HU,  64, NEQ,   35,   35,   35,   35, 1001,  205,  10,   0,  10,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031500,   , BEST,   0, 129S, 1595E, 125,  929, HU,  34, NEQ,  125,  130,  130,  125, 1001,  205,  10,   0,  25,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031500,   , BEST,   0, 129S, 1595E, 125,  929, HU,  50, NEQ,   55,   60,   60,   55, 1001,  205,  10,   0,  25,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031500,   , BEST,   0, 129S, 1595E, 125,  929, HU,  64, NEQ,   35,   35,   35,   35, 1001,  205,  10,   0,  25,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031506,   , BEST,   0, 130S, 1591E, 125,  929, HU,  34, NEQ,  125,  130,  130,  125, 1003,  205,  10,   0,   5,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031506,   , BEST,   0, 130S, 1591E, 125,  929, HU,  50, NEQ,   55,   60,   60,   55, 1003,  205,  10,   0,   5,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031506,   , BEST,   0, 130S, 1591E, 125,  929, HU,  64, NEQ,   35,   35,   35,   35, 1003,  205,  10,   0,   5,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031512,   , BEST,   0, 131S, 1587E, 120,  933, HU,  34, NEQ,  125,  130,  130,  125, 1001,  210,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031512,   , BEST,   0, 131S, 1587E, 120,  933, HU,  50, NEQ,   55,   60,   60,   55, 1001,  210,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031512,   , BEST,   0, 131S, 1587E, 120,  933, HU,  64, NEQ,   35,   35,   35,   35, 1001,  210,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031518,   , BEST,   0, 132S, 1583E, 115,  937, HU,  34, NEQ,  125,  130,  130,  125,  998,  195,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031518,   , BEST,   0, 132S, 1583E, 115,  937, HU,  50, NEQ,   55,   60,   60,   55,  998,  195,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031518,   , BEST,   0, 132S, 1583E, 115,  937, HU,  64, NEQ,   35,   35,   35,   35,  998,  195,  10,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031600,   , BEST,   0, 133S, 1581E, 115,  937, HU,  34, NEQ,  140,  145,  135,  130,  997,  205,  15, 140,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031600,   , BEST,   0, 133S, 1581E, 115,  937, HU,  50, NEQ,   65,   70,   70,   65,  997,  205,  15, 140,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031600,   , BEST,   0, 133S, 1581E, 115,  937, HU,  64, NEQ,   40,   40,   40,   40,  997,  205,  15, 140,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031606,   , BEST,   0, 134S, 1580E, 110,  941, HU,  34, NEQ,  140,  145,  135,  130,  997,  230,  20,   0,  40,   P,   0,    ,   0,   0,       ULUI, S, 
SH, 20, 2010031606,   , BEST,   0, 134S, 1580E, 110,  941, HU,  50, NEQ,   65,   70,   70,   65,  997,  230,  20,   0,  40,   P,   0,    ,   0,   0,       ULUI, S, 
SH, 20, 2010031606,   , BEST,   0, 134S, 1580E, 110,  941, HU,  64, NEQ,   40,   40,   40,   40,  997,  230,  20,   0,  40,   P,   0,    ,   0,   0,       ULUI, S, 
SH, 20, 2010031612,   , BEST,   0, 135S, 1579E, 105,  944, HU,  34, NEQ,  140,  145,  135,  130,  997,  230,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031612,   , BEST,   0, 135S, 1579E, 105,  944, HU,  50, NEQ,   65,   70,   70,   65,  997,  230,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031612,   , BEST,   0, 135S, 1579E, 105,  944, HU,  64, NEQ,   40,   40,   40,   40,  997,  230,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031618,   , BEST,   0, 137S, 1578E, 105,  944, HU,  34, NEQ,  140,  145,  135,  130, 1001,  230,  15,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031618,   , BEST,   0, 137S, 1578E, 105,  944, HU,  50, NEQ,   65,   70,   70,   65, 1001,  230,  15,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031618,   , BEST,   0, 137S, 1578E, 105,  944, HU,  64, NEQ,   40,   40,   40,   40, 1001,  230,  15,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031700,   , BEST,   0, 138S, 1578E, 105,  944, HU,  34, NEQ,  140,  145,  135,  130, 1001,  215,  15,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031700,   , BEST,   0, 138S, 1578E, 105,  944, HU,  50, NEQ,   65,   70,   70,   65, 1001,  215,  15,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031700,   , BEST,   0, 138S, 1578E, 105,  944, HU,  64, NEQ,   45,   45,   45,   45, 1001,  215,  15,   0,  15,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031706,   , BEST,   0, 140S, 1578E, 105,  944, HU,  34, NEQ,  140,  145,  135,  130, 1001,  220,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031706,   , BEST,   0, 140S, 1578E, 105,  944, HU,  50, NEQ,   65,   70,   70,   60, 1001,  220,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031706,   , BEST,   0, 140S, 1578E, 105,  944, HU,  64, NEQ,   45,   45,   45,   40, 1001,  220,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031712,   , BEST,   0, 143S, 1580E, 100,  948, HU,  34, NEQ,  140,  145,  135,  130, 1003,  215,  25,   0,  30,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031712,   , BEST,   0, 143S, 1580E, 100,  948, HU,  50, NEQ,   65,   70,   70,   60, 1003,  215,  25,   0,  30,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031712,   , BEST,   0, 143S, 1580E, 100,  948, HU,  64, NEQ,   45,   45,   45,   40, 1003,  215,  25,   0,  30,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031718,   , BEST,   0, 147S, 1580E,  90,  956, HU,  34, NEQ,  165,  160,  160,  150, 1004,  220,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031718,   , BEST,   0, 147S, 1580E,  90,  956, HU,  50, NEQ,   90,   90,   80,   80, 1004,  220,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031718,   , BEST,   0, 147S, 1580E,  90,  956, HU,  64, NEQ,   50,   50,   45,   45, 1004,  220,  20,   0,  20,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031800,   , BEST,   0, 149S, 1578E,  85,  959, HU,  34, NEQ,  160,  155,  155,  145, 1004,  225,  30,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031800,   , BEST,   0, 149S, 1578E,  85,  959, HU,  50, NEQ,   95,   85,   85,   90, 1004,  225,  30,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031800,   , BEST,   0, 149S, 1578E,  85,  959, HU,  64, NEQ,   50,   50,   50,   50, 1004,  225,  30,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031806,   , BEST,   0, 153S, 1577E,  80,  963, HU,  34, NEQ,  155,  155,  145,  145, 1004,  215,  30,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031806,   , BEST,   0, 153S, 1577E,  80,  963, HU,  50, NEQ,   85,   85,   80,   80, 1004,  215,  30,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
SH, 20, 2010031806,   , BEST,   0, 153S, 1577E,  80,  963, HU,  64, NEQ,   50,   50,   50,   50, 1004,  215,  30,   0,   0,   P,   0,    ,   0,   0,       ULUI, D, 
