EP, 07, 2019072812,   , BEST,   0, 111N, 1068W,  25, 1008, TD,   0,    ,    0,    0,    0,    0, 1011,  150,  90,  40,   0,   E,   0,    ,   0,   0,      SEVEN, S, 
EP, 07, 2019072818,   , BEST,   0, 117N, 1086W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  180,  90,  40,   0,   E,   0,    ,   0,   0,      SEVEN, M, 
EP, 07, 2019072900,   , BEST,   0, 122N, 1104W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1011,  180,  90,  40,   0,   E,   0,    ,   0,   0,      SEVEN, D, 
EP, 07, 2019072906,   , BEST,   0, 125N, 1121W,  35, 1005, TS,  34, NEQ,   70,    0,    0,   60, 1010,  180,  60,  45,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,   75,    0,    0,    0, 
EP, 07, 2019072912,   , BEST,   0, 125N, 1138W,  45, 1002, TS,  34, NEQ,   70,   20,    0,   60, 1008,  140,  40,  50,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,   75,    0,    0,   60, 
EP, 07, 2019072918,   , BEST,   0, 125N, 1155W,  50, 1001, TS,  34, NEQ,   70,   30,    0,   40, 1010,  180,  40,  55,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,   90,    0,    0,    0, 
EP, 07, 2019072918,   , BEST,   0, 125N, 1155W,  50, 1001, TS,  50, NEQ,   20,    0,    0,    0, 1010,  180,  40,  55,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,   90,    0,    0,    0, 
EP, 07, 2019073000,   , BEST,   0, 123N, 1171W,  55, 1001, TS,  34, NEQ,   70,   40,    0,   40, 1010,  180,  30,  65,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,  180,    0,    0,    0, 
EP, 07, 2019073000,   , BEST,   0, 123N, 1171W,  55, 1001, TS,  50, NEQ,   30,    0,    0,    0, 1010,  180,  30,  65,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,  180,    0,    0,    0, 
EP, 07, 2019073006,   , BEST,   0, 121N, 1186W,  55, 1001, TS,  34, NEQ,   70,   40,    0,   40, 1010,  180,  30,  65,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,  120,    0,    0,   90, 
EP, 07, 2019073006,   , BEST,   0, 121N, 1186W,  55, 1001, TS,  50, NEQ,   30,    0,    0,    0, 1010,  180,  30,  65,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,  120,    0,    0,   90, 
EP, 07, 2019073012,   , BEST,   0, 122N, 1199W,  60,  998, TS,  34, NEQ,   70,   40,   30,   60, 1010,  180,  30,  75,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,  120,    0,    0,   90, 
EP, 07, 2019073012,   , BEST,   0, 122N, 1199W,  60,  998, TS,  50, NEQ,   40,   20,    0,   30, 1010,  180,  30,  75,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,  120,    0,    0,   90, 
EP, 07, 2019073018,   , BEST,   0, 125N, 1212W,  65,  995, HU,  34, NEQ,   70,   40,   30,   60, 1010,  180,  20,  80,   0,   E,   0,    ,   0,   0,    FLOSSIE, D, 12, NEQ,  120,   30,   30,   90, 
