WP, 92, 2019021718,   , BEST,   0, 038N, 1640E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1006,  110,  40,   0,   0,   W,   0,   X, 290,  12,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019021800,   , BEST,   0, 041N, 1644E,  15, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1007,  120,  40,   0,   0,   W,   0,   X, 300,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019021806,   , BEST,   0, 045N, 1634E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1007,  120,  40,   0,   0,   W,   0,   X, 295,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019021812,   , BEST,   0, 044N, 1608E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1007,  120,  40,   0,   0,   W,   0,   X, 280,  14,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019021818,   , BEST,   0, 044N, 1617E,  20, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1006,  175,  40,   0,   0,   W,   0,   X, 280,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019021900,   , BEST,   0, 048N, 1598E,  20, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1007,  175,  40,   0,   0,   W,   0,   X, 280,  12,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050700,   , BEST,   0, 045N, 1612E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  155,    ,   0,   0,   W,   0,   X, 335,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050706,   , BEST,   0, 039N, 1636E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  155,    ,   0,   0,   W,   0,   X, 285,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050712,   , BEST,   0, 041N, 1632E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1007,  140,    ,   0,   0,   W,   0,   X, 295,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050718,   , BEST,   0, 029N, 1621E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1006,  105,  50,   0,   0,   W,   0,   X, 265,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050800,   , BEST,   0, 030N, 1624E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  150,  60,   0,   0,   W,   0,   X, 270,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050806,   , BEST,   0, 033N, 1618E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  150,  60,   0,   0,   W,   0,   X, 280,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050812,   , BEST,   0, 038N, 1620E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1007,  160,  40,   0,   0,   W,   0,   X, 310,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050818,   , BEST,   0, 045N, 1623E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1007,  160,  40,   0,   0,   W,   0,   X, 355,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
WP, 92, 2019050912,   , BEST,   0, 046N, 1617E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1007,  160,  40,   0,   0,   W,   0,   X, 295,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP922019, JTWC, NCEP_TCVITALS, 
