IO, 93, 2019060918,   , BEST,   0, 112N, 0711E,  25, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1005,  165,  50,   0,   0,   A,   0,   X, 345,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO932019, JTWC, NCEP_TCVITALS, 
IO, 93, 2019061000,   , BEST,   0, 119N, 0714E,  30,  997, XX,  34, NEQ,    0,    0,    0,    0, 1002,  150,  50,   0,   0,   A,   0,   X,    ,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO932019, JTWC, NCEP_TCVITALS, 
IO, 93, 2019061006,   , BEST,   0, 126N, 0710E,  30,  999, XX,  34, NEQ,    0,    0,    0,    0, 1002,  140,  50,   0,   0,   A,   0,   X, 350,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO932019, JTWC, NCEP_TCVITALS, 
