EP, 93, 2021110200,   , BEST,   0, 104N,  812W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,    ,   0,   0, GENESIS031,  ,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110206,   , BEST,   0, 101N,  824W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,    ,   0,   0, GENESIS031,  ,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110212,   , BEST,   0,  96N,  835W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,    ,   0,   0, GENESIS031,  ,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110218,   , BEST,   0,  89N,  845W,  20,    0, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,    ,   0,   0, GENESIS031,  ,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110300,   , BEST,   0,  86N,  854W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  45,   0,   0,   E,   0,    ,   0,   0, GENESIS031,  ,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110306,   , BEST,   0,  86N,  860W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  45,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110312,   , BEST,   0,  87N,  866W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110318,   , BEST,   0,  87N,  875W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1011,  120,  50,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110400,   , BEST,   0,  87N,  883W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  50,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110406,   , BEST,   0,  88N,  890W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  50,  40,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
EP, 93, 2021110412,   , BEST,   0,  93N,  898W,  30, 1007, LO,  34, NEQ,    0,    0,    0,    0, 1010,  120,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 031, 
