SH, 18, 2012040100,   , BEST,   0, 155S, 1661E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 18, 2012040106,   , BEST,   0, 157S, 1669E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 
SH, 18, 2012040112,   , BEST,   0, 157S, 1681E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
SH, 18, 2012040118,   , BEST,   0, 172S, 1699E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 
SH, 18, 2012040200,   , BEST,   0, 188S, 1720E,  40,  993, TS,  34, NEQ,  200,  180,  120,  150, 
SH, 18, 2012040206,   , BEST,   0, 210S, 1741E,  45,  989, TS,  34, NEQ,  240,  240,   60,  240, 
SH, 18, 2012040212,   , BEST,   0, 232S, 1764E,  45,  989, TS,  34, NEQ,  240,  240,   60,  240, 
SH, 18, 2012040218,   , BEST,   0, 256S, 1792E,  55,  982, TS,  34, NEQ,  300,  240,   90,  240, 
SH, 18, 2012040300,   , BEST,   0, 282S, 1782W,  55,  982, TS,  34, NEQ,  300,  240,  120,  300, 
SH, 18, 2012040306,   , BEST,   0, 306S, 1757W,  50,  985, TS,  34, NEQ,  240,  180,   90,  240, 
SH, 18, 2012040312,   , BEST,   0, 325S, 1734W,  45,  989, EX,  34, NEQ,  240,  180,  180,  240, 
SH, 18, 2012040318,   , BEST,   0, 331S, 1709W,  40,  993, EX,  34, NEQ,  240,  180,  180,  240, 
