IO, 98, 2021092806,   , BEST,   0, 216N, 0884E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1006,   70,  20,   0,   0,   B,   0,   X, 305,  11,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO982021, JTWC, NCEP_TCVITALS, 
IO, 98, 2021092812,   , BEST,   0, 218N, 0883E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1006,   70,  20,   0,   0,   B,   0,   X, 305,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO982021, JTWC, NCEP_TCVITALS, 
IO, 98, 2021092818,   , BEST,   0, 224N, 0877E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1006,   65,  20,   0,   0,   B,   0,   X, 310,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO982021, JTWC, NCEP_TCVITALS, 
