SH, 16, 2011021418,   , BEST,   0, 184S, 1151E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1005,  160,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 16, 2011021500,   , BEST,   0, 188S, 1139E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1005,  160,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 16, 2011021506,   , BEST,   0, 191S, 1128E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1005,  160,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 16, 2011021512,   , BEST,   0, 192S, 1121E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1005,  160,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 16, 2011021518,   , BEST,   0, 191S, 1118E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1002,  160,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 16, 2011021600,   , BEST,   0, 191S, 1115E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1002,  160,  30,   0,   0,   S,   0,    ,   0,   0,    SIXTEEN, M, 
SH, 16, 2011021606,   , BEST,   0, 191S, 1113E,  40,  993, TS,  34, NEQ,   30,   40,   40,   35, 1005,   60,  25,   0,   0,   S,   0,    ,   0,   0,    SIXTEEN, M, 
SH, 16, 2011021612,   , BEST,   0, 191S, 1111E,  45,  989, TS,  34, NEQ,   45,   55,   60,   50, 1005,  260,  35,   0,   0,   S,   0,    ,   0,   0,    SIXTEEN, M, 
SH, 16, 2011021618,   , BEST,   0, 190S, 1109E,  40,  993, TS,  34, NEQ,   50,   45,   55,   55, 1005,  260,  35,   0,   0,   S,   0,    ,   0,   0,     DIANNE, M, 
SH, 16, 2011021700,   , BEST,   0, 188S, 1108E,  40,  993, TS,  34, NEQ,   55,   45,   40,   55, 1005,  270,  25,   0,   0,   S,   0,    ,   0,   0,     DIANNE, M, 
SH, 16, 2011021706,   , BEST,   0, 188S, 1106E,  45,  989, TS,  34, NEQ,   60,   60,   60,   60,  999,  240,  25,   0,   0,   S,   0,    ,   0,   0,     DIANNE, M, 
SH, 16, 2011021712,   , BEST,   0, 190S, 1105E,  55,  982, TS,  34, NEQ,   80,   70,   70,   80,  999,  240,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, M, 
SH, 16, 2011021712,   , BEST,   0, 190S, 1105E,  55,  982, TS,  50, NEQ,   35,   30,   30,   35,  999,  240,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, M, 
SH, 16, 2011021718,   , BEST,   0, 193S, 1105E,  60,  978, TS,  34, NEQ,   80,   70,   70,   80, 1000,  250,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, D, 
SH, 16, 2011021718,   , BEST,   0, 193S, 1105E,  60,  978, TS,  50, NEQ,   35,   30,   30,   35, 1000,  250,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, D, 
SH, 16, 2011021800,   , BEST,   0, 199S, 1100E,  60,  978, TS,  34, NEQ,   75,   75,   75,   75, 1000,  250,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, D, 
SH, 16, 2011021800,   , BEST,   0, 199S, 1100E,  60,  978, TS,  50, NEQ,   30,   30,   30,   30, 1000,  250,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, D, 
SH, 16, 2011021806,   , BEST,   0, 205S, 1094E,  65,  974, HU,  34, NEQ,   75,   75,   75,   75, 1000,  250,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, D, 
SH, 16, 2011021806,   , BEST,   0, 205S, 1094E,  65,  974, HU,  50, NEQ,   30,   30,   30,   30, 1000,  250,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, D, 
SH, 16, 2011021812,   , BEST,   0, 208S, 1088E,  65,  974, HU,  34, NEQ,  100,   90,  110,  110,  996,  190,  20,   0,   0,   S,   0,    ,   0,   0,     DIANNE, D, 
