SH, 96, 2018010818,   , BEST,   0, 159S, 1265E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  140,  35,   0,   0,   S,   0,   X, 265,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018010900,   , BEST,   0, 158S, 1259E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  140,  35,   0,   0,   S,   0,   X, 275,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018010906,   , BEST,   0, 167S, 1252E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  140,  35,   0,   0,   S,   0,   X, 250,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018010912,   , BEST,   0, 168S, 1244E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1007,  150,  55,   0,   0,   S,   0,   X, 245,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018042106,   , BEST,   0, 041S, 0772E,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  180,  50,   0,   0,   S,   0,   X, 130,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018042118,   , BEST,   0, 049S, 0793E,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1009,  150,  50,   0,   0,   S,   0,   X, 125,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018042200,   , BEST,   0, 052S, 0802E,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1009,  150,  50,   0,   0,   S,   0,   X, 125,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018042206,   , BEST,   0, 046S, 0799E,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,   S,   0,   X, 105,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018042212,   , BEST,   0, 049S, 0803E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1008,  180,  50,   0,   0,   S,   0,   X, 115,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018042218,   , BEST,   0, 044S, 0804E,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1009,  150,  50,   0,   0,   S,   0,   X,  95,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
SH, 96, 2018042300,   , BEST,   0, 045S, 0815E,  25, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1008,  180,  50,   0,   0,   S,   0,   X,  95,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH962018, JTWC, NCEP_TCVITALS, 
