AL, 09, 2013090800,   , BEST,   0, 130N,  176W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  150, 110,  30,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 09, 2013090806,   , BEST,   0, 130N,  184W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  180, 100,  35,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 09, 2013090812,   , BEST,   0, 130N,  193W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1013,  250,  90,  35,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 09, 2013090818,   , BEST,   0, 130N,  203W,  25, 1008, TD,   0,    ,    0,    0,    0,    0, 1010,  160,  80,  35,   0,   L,   0,    ,   0,   0,       NINE, M, 
AL, 09, 2013090900,   , BEST,   0, 131N,  213W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1012,  200,  70,  40,   0,   L,   0,    ,   0,   0,       NINE, M, 
AL, 09, 2013090906,   , BEST,   0, 133N,  224W,  35, 1006, TS,  34, NEQ,    0,    0,   40,   60, 1011,  200,  60,  45,   0,   L,   0,    ,   0,   0,       NINE, M, 12, NEQ,    0,    0,   40,   40
AL, 09, 2013090912,   , BEST,   0, 135N,  236W,  40, 1005, TS,  34, NEQ,   60,    0,   40,   60, 1013,  260,  50,  50,   0,   L,   0,    ,   0,   0,   HUMBERTO, M, 12, NEQ,    0,    0,   40,   40
AL, 09, 2013090918,   , BEST,   0, 137N,  246W,  45, 1004, TS,  34, NEQ,   80,   40,   40,   60, 1011,  280,  40,  55,   0,   L,   0,    ,   0,   0,   HUMBERTO, M, 12, NEQ,   50,   20,   50,   50
AL, 09, 2013091000,   , BEST,   0, 139N,  255W,  50, 1002, TS,  34, NEQ,   90,   60,   40,   60, 1012,  280,  30,  60,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,   60,   30,   50,   60
AL, 09, 2013091000,   , BEST,   0, 139N,  255W,  50, 1002, TS,  50, NEQ,   40,   30,    0,    0, 1012,  280,  30,  60,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,   60,   30,   50,   60
AL, 09, 2013091006,   , BEST,   0, 141N,  265W,  55, 1000, TS,  34, NEQ,  100,   80,   50,   70, 1012,  300,  25,  65,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,   90,   60,   60,   90
AL, 09, 2013091006,   , BEST,   0, 141N,  265W,  55, 1000, TS,  50, NEQ,   50,   30,    0,    0, 1012,  300,  25,  65,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,   90,   60,   60,   90
AL, 09, 2013091012,   , BEST,   0, 143N,  273W,  55, 1000, TS,  34, NEQ,  100,   80,   50,   80, 1013,  400,  25,  65,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  100,   60,   60,  100
AL, 09, 2013091012,   , BEST,   0, 143N,  273W,  55, 1000, TS,  50, NEQ,   50,   30,    0,   30, 1013,  400,  25,  65,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  100,   60,   60,  100
AL, 09, 2013091018,   , BEST,   0, 147N,  279W,  55,  999, TS,  34, NEQ,  110,   80,   50,   80, 1011,  400,  20,  75,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,   90,   60,  120
AL, 09, 2013091018,   , BEST,   0, 147N,  279W,  55,  999, TS,  50, NEQ,   50,   30,   20,   30, 1011,  400,  20,  75,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,   90,   60,  120
AL, 09, 2013091100,   , BEST,   0, 151N,  283W,  55,  998, TS,  34, NEQ,  120,   90,   60,   90, 1012,  450,  20,  75,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,   90,   60,  120
AL, 09, 2013091100,   , BEST,   0, 151N,  283W,  55,  998, TS,  50, NEQ,   60,   40,   30,   40, 1012,  450,  20,  75,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,   90,   60,  120
AL, 09, 2013091106,   , BEST,   0, 156N,  286W,  60,  994, TS,  34, NEQ,  120,  100,   60,   90, 1012,  400,  15,  75,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  120,   90,  150
AL, 09, 2013091106,   , BEST,   0, 156N,  286W,  60,  994, TS,  50, NEQ,   60,   40,   30,   40, 1012,  400,  15,  75,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  120,   90,  150
AL, 09, 2013091112,   , BEST,   0, 163N,  289W,  70,  987, HU,  34, NEQ,  120,  100,   60,   90, 1012,  400,  15,  80,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  120,   90,  150
AL, 09, 2013091112,   , BEST,   0, 163N,  289W,  70,  987, HU,  50, NEQ,   60,   40,   30,   40, 1012,  400,  15,  80,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  120,   90,  150
AL, 09, 2013091112,   , BEST,   0, 163N,  289W,  70,  987, HU,  64, NEQ,   30,   20,    0,    0, 1012,  400,  15,  80,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  120,   90,  150
AL, 09, 2013091118,   , BEST,   0, 174N,  289W,  80,  979, HU,  34, NEQ,  120,  100,   60,   90, 1012,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  120,   90,  150
AL, 09, 2013091118,   , BEST,   0, 174N,  289W,  80,  979, HU,  50, NEQ,   60,   40,   30,   40, 1012,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  120,   90,  150
AL, 09, 2013091118,   , BEST,   0, 174N,  289W,  80,  979, HU,  64, NEQ,   30,   20,    0,   20, 1012,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  120,   90,  150
AL, 09, 2013091200,   , BEST,   0, 186N,  289W,  80,  979, HU,  34, NEQ,  130,  120,   70,  100, 1011,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  150,   90,  150
AL, 09, 2013091200,   , BEST,   0, 186N,  289W,  80,  979, HU,  50, NEQ,   60,   50,   30,   50, 1011,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  150,   90,  150
AL, 09, 2013091200,   , BEST,   0, 186N,  289W,  80,  979, HU,  64, NEQ,   40,   30,   20,   30, 1011,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  150,   90,  150
AL, 09, 2013091206,   , BEST,   0, 199N,  289W,  80,  979, HU,  34, NEQ,  140,  130,   70,  130, 1011,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  150,   90,  150
AL, 09, 2013091206,   , BEST,   0, 199N,  289W,  80,  979, HU,  50, NEQ,   60,   50,   30,   50, 1011,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  150,   90,  150
AL, 09, 2013091206,   , BEST,   0, 199N,  289W,  80,  979, HU,  64, NEQ,   40,   30,   20,   30, 1011,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  150,  150,   90,  150
AL, 09, 2013091212,   , BEST,   0, 212N,  289W,  75,  980, HU,  34, NEQ,  150,  140,   70,  160, 1011,  400,  15,  90,   0,   L,   0,    ,   0,   0,   HUMBERTO, D, 12, NEQ,  180,  180,   90,  180
