IO, 94, 2017052700,   , BEST,   0, 143N, 0881E,  25, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1003,  180,  55,   0,   0,   B,   0,   X, 335,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO942017, JTWC, NCEP_TCVITALS, 
IO, 94, 2017052706,   , BEST,   0, 143N, 0886E,  25, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1003,  180,  55,   0,   0,   B,   0,   X,    ,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO942017, JTWC, NCEP_TCVITALS, 
IO, 94, 2017052712,   , BEST,   0, 140N, 0885E,  25, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1003,  180,  55,   0,   0,   B,   0,   X,    ,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO942017, JTWC, NCEP_TCVITALS, 
