WP, 07, 2017072018,   , BEST,   0, 279N, 1582E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1011,  160,  50,   0,   0,   W,   0,    ,   0,   0,      SEVEN, M,  0,    ,    0,    0,    0,    0, TRANSITIONED, wpC52017 to wp072017, 
WP, 07, 2017072100,   , BEST,   0, 279N, 1570E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1012,  150,  40,   0,   0,   W,   0,    ,   0,   0,      SEVEN, M, 
WP, 07, 2017072106,   , BEST,   0, 279N, 1561E,  35,  996, TS,   0,    ,    0,    0,    0,    0, 1010,  150,  40,   0,   0,   W,   0,    ,   0,   0,       NORU, M, 
WP, 07, 2017072112,   , BEST,   0, 279N, 1552E,  40,  993, TS,  34, NEQ,  125,  165,   60,  100, 1010,  150,  40,   0,   0,   W,   0,    ,   0,   0,       NORU, M, 
WP, 07, 2017072118,   , BEST,   0, 279N, 1544E,  40,  993, TS,  34, NEQ,  125,  165,   60,  100, 1010,  170,  60,   0,   0,   W,   0,    ,   0,   0,       NORU, M, 
WP, 07, 2017072200,   , BEST,   0, 279N, 1536E,  40,  993, TS,  34, NEQ,  125,  165,   80,  100, 1010,  170,  60,   0,   0,   W,   0,    ,   0,   0,       NORU, M, 
WP, 07, 2017072206,   , BEST,   0, 280N, 1531E,  45,  990, TS,  34, NEQ,  125,  165,   80,  100, 1010,  185,  60,   0,   0,   W,   0,    ,   0,   0,       NORU, M, 
WP, 07, 2017072212,   , BEST,   0, 281N, 1526E,  50,  985, TS,  34, NEQ,  135,  115,   65,   85, 1007,  190,  40,   0,   0,   W,   0,    ,   0,   0,       NORU, M, 
WP, 07, 2017072218,   , BEST,   0, 283N, 1519E,  50,  985, TS,  34, NEQ,  125,  105,   60,   85, 1007,  190,  35,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072300,   , BEST,   0, 282N, 1514E,  55,  982, TS,  34, NEQ,  105,   50,   60,   85, 1007,  190,  30,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072300,   , BEST,   0, 282N, 1514E,  55,  982, TS,  50, NEQ,   30,   30,   30,   30, 1007,  190,  30,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072306,   , BEST,   0, 281N, 1512E,  65,  974, TY,  34, NEQ,  115,   85,   60,   85, 1007,  190,  30,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072306,   , BEST,   0, 281N, 1512E,  65,  974, TY,  50, NEQ,   30,   30,   30,   30, 1007,  190,  30,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072306,   , BEST,   0, 281N, 1512E,  65,  974, TY,  64, NEQ,   20,   20,   20,   20, 1007,  190,  30,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072312,   , BEST,   0, 279N, 1513E,  75,  967, TY,  34, NEQ,   90,   90,   75,   90, 1007,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072312,   , BEST,   0, 279N, 1513E,  75,  967, TY,  50, NEQ,   30,   30,   30,   30, 1007,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072312,   , BEST,   0, 279N, 1513E,  75,  967, TY,  64, NEQ,   15,   15,   15,   15, 1007,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072318,   , BEST,   0, 275N, 1516E,  85,  959, TY,  34, NEQ,   90,   90,   75,   90, 1006,  200,   7,   0,   5,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072318,   , BEST,   0, 275N, 1516E,  85,  959, TY,  50, NEQ,   30,   30,   30,   30, 1006,  200,   7,   0,   5,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072318,   , BEST,   0, 275N, 1516E,  85,  959, TY,  64, NEQ,   15,   15,   15,   15, 1006,  200,   7,   0,   5,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072400,   , BEST,   0, 271N, 1523E,  90,  956, TY,  34, NEQ,   90,   90,   75,   90, 1005,  190,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072400,   , BEST,   0, 271N, 1523E,  90,  956, TY,  50, NEQ,   30,   30,   30,   30, 1005,  190,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072400,   , BEST,   0, 271N, 1523E,  90,  956, TY,  64, NEQ,   15,   15,   15,   15, 1005,  190,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072406,   , BEST,   0, 267N, 1531E,  85,  959, TY,  34, NEQ,   95,   95,   95,   95, 1005,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072406,   , BEST,   0, 267N, 1531E,  85,  959, TY,  50, NEQ,   30,   30,   30,   30, 1005,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072406,   , BEST,   0, 267N, 1531E,  85,  959, TY,  64, NEQ,   15,   15,   15,   15, 1005,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072412,   , BEST,   0, 262N, 1542E,  85,  959, TY,  34, NEQ,   95,   95,   95,   95, 1005,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072412,   , BEST,   0, 262N, 1542E,  85,  959, TY,  50, NEQ,   30,   30,   30,   30, 1005,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072412,   , BEST,   0, 262N, 1542E,  85,  959, TY,  64, NEQ,   15,   15,   15,   15, 1005,  200,  10,   0,  10,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072418,   , BEST,   0, 258N, 1555E,  85,  959, TY,  34, NEQ,   95,   95,   95,   95, 1005,  200,  10,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072418,   , BEST,   0, 258N, 1555E,  85,  959, TY,  50, NEQ,   30,   30,   30,   30, 1005,  200,  10,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072418,   , BEST,   0, 258N, 1555E,  85,  959, TY,  64, NEQ,   15,   15,   15,   15, 1005,  200,  10,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072500,   , BEST,   0, 257N, 1567E,  85,  959, TY,  34, NEQ,   95,   95,   95,   95, 1004,  200,  10,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072500,   , BEST,   0, 257N, 1567E,  85,  959, TY,  50, NEQ,   30,   30,   30,   30, 1004,  200,  10,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072500,   , BEST,   0, 257N, 1567E,  85,  959, TY,  64, NEQ,   15,   15,   15,   15, 1004,  200,  10,   0,   0,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072506,   , BEST,   0, 258N, 1576E,  85,  961, TY,  34, NEQ,  130,  130,  115,  115, 1003,  220,  15,   0,  20,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072506,   , BEST,   0, 258N, 1576E,  85,  961, TY,  50, NEQ,   30,   30,   30,   30, 1003,  220,  15,   0,  20,   W,   0,    ,   0,   0,       NORU, D, 
WP, 07, 2017072506,   , BEST,   0, 258N, 1576E,  85,  961, TY,  64, NEQ,   15,   15,   15,   15, 1003,  220,  15,   0,  20,   W,   0,    ,   0,   0,       NORU, D, 
