CP, 01, 2018092606,   , BEST,   0, 107N, 1401W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
CP, 01, 2018092612,   , BEST,   0, 111N, 1407W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
CP, 01, 2018092618,   , BEST,   0, 117N, 1415W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
CP, 01, 2018092700,   , BEST,   0, 122N, 1426W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
CP, 01, 2018092706,   , BEST,   0, 122N, 1441W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
CP, 01, 2018092712,   , BEST,   0, 122N, 1457W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1009,  180,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 01, 2018092718,   , BEST,   0, 121N, 1473W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  125,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 01, 2018092800,   , BEST,   0, 121N, 1488W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  125,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 01, 2018092806,   , BEST,   0, 120N, 1502W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  125,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 01, 2018092812,   , BEST,   0, 120N, 1515W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  125,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 01, 2018092818,   , BEST,   0, 119N, 1528W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  115,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 01, 2018092900,   , BEST,   0, 118N, 1542W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  115,  50,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 01, 2018092906,   , BEST,   0, 118N, 1556W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  115,  40,   0,   0,   C,   0,    ,   0,   0,     INVEST, M, 
CP, 01, 2018092912,   , BEST,   0, 117N, 1571W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  125,  35,   0,   0,   C,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, TRANSITIONED, cpA72018 to cp012018, 
CP, 01, 2018092918,   , BEST,   0, 116N, 1586W,  35, 1005, TS,  34, NEQ,   40,   20,    0,   35, 1011,  150,  35,  45,   0,   C,   0,    ,   0,   0,     WALAKA, D,  0,    ,    0,    0,    0,    0, DISSIPATED, cp012018 to cp972018, TRANSITIONED, cpB72018 to cp012018, 
CP, 01, 2018093000,   , BEST,   0, 116N, 1600W,  40, 1003, TS,  34, NEQ,   45,   20,    0,   40, 1010,  175,  35,  45,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,   90,   50,   75,    0, 
CP, 01, 2018093006,   , BEST,   0, 116N, 1615W,  50, 1000, TS,  34, NEQ,   70,   30,    0,   60, 1010,  175,  30,  45,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  100,   60,   30,   80, 
CP, 01, 2018093006,   , BEST,   0, 116N, 1615W,  50, 1000, TS,  50, NEQ,   30,    0,    0,   20, 1010,  175,  30,  45,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  100,   60,   30,   80, 
CP, 01, 2018093012,   , BEST,   0, 116N, 1630W,  60,  998, TS,  34, NEQ,   80,   40,   15,   70, 1010,  200,  30,  55,   0,   C,   0,    ,   0,   0,     WALAKA, D, 
CP, 01, 2018093012,   , BEST,   0, 116N, 1630W,  60,  998, TS,  50, NEQ,   35,   10,    0,   30, 1010,  200,  30,  55,   0,   C,   0,    ,   0,   0,     WALAKA, D, 
CP, 01, 2018093018,   , BEST,   0, 116N, 1645W,  65,  995, HU,  34, NEQ,   90,   40,   20,   80, 1010,  200,  20,  65,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018093018,   , BEST,   0, 116N, 1645W,  65,  995, HU,  50, NEQ,   40,   20,   15,   30, 1010,  200,  20,  65,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018093018,   , BEST,   0, 116N, 1645W,  65,  995, HU,  64, NEQ,   15,    0,    0,   15, 1010,  200,  20,  65,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018100100,   , BEST,   0, 117N, 1660W,  75,  985, HU,  34, NEQ,  100,   60,   50,   90, 1010,  200,  20,  80,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018100100,   , BEST,   0, 117N, 1660W,  75,  985, HU,  50, NEQ,   45,   40,   35,   40, 1010,  200,  20,  80,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018100100,   , BEST,   0, 117N, 1660W,  75,  985, HU,  64, NEQ,   20,   20,   20,   20, 1010,  200,  20,  80,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018100106,   , BEST,   0, 118N, 1671W,  90,  970, HU,  34, NEQ,  110,   70,   50,  110, 1010,  250,  20, 110,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018100106,   , BEST,   0, 118N, 1671W,  90,  970, HU,  50, NEQ,   50,   35,   35,   50, 1010,  250,  20, 110,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018100106,   , BEST,   0, 118N, 1671W,  90,  970, HU,  64, NEQ,   25,   20,   20,   25, 1010,  250,  20, 110,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  210,  120,   50,  170, 
CP, 01, 2018100112,   , BEST,   0, 120N, 1680W, 110,  955, HU,  34, NEQ,  120,   80,   70,  120, 1010,  275,  20, 130,   0,   C,   0,    ,   0,   0,     WALAKA, D, 12, NEQ,  225,  120,  120,  220, 
