AL, 90, 2011112912,   , BEST,   0, 189N,  597W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 
AL, 90, 2011112918,   , BEST,   0, 200N,  593W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 
AL, 90, 2011113000,   , BEST,   0, 210N,  590W,  30, 1005, LO,   0,    ,    0,    0,    0,    0, 
AL, 90, 2011113006,   , BEST,   0, 221N,  589W,  35, 1004, LO,  34, NEQ,  240,    0,    0,    0, 
AL, 90, 2011113012,   , BEST,   0, 231N,  589W,  35, 1004, LO,  34, NEQ,  240,    0,    0,    0, 1010,  325,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 90, 2011113018,   , BEST,   0, 249N,  593W,  35, 1004, LO,  34, NEQ,  300,    0,    0,    0, 1010,  325,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 90, 2011120100,   , BEST,   0, 268N,  599W,  35, 1004, LO,  34, NEQ,  300,    0,    0,    0, 1011,  325,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 90, 2011120106,   , BEST,   0, 288N,  601W,  35, 1005, LO,  34, NEQ,  300,    0,    0,    0, 
AL, 90, 2011120112,   , BEST,   0, 313N,  603W,  35, 1005, LO,  34, NEQ,   75,   75,    0,    0, 
AL, 90, 2011120118,   , BEST,   0, 343N,  596W,  35, 1004, LO,  34, NEQ,   75,   75,    0,    0, 1010,  240,  75,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
