AL, 12, 2022100412,   , BEST,   0, 136N,  295W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  100,  40,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 12, 2022100418,   , BEST,   0, 142N,  302W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  100,  40,  40,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, TRANSITIONED, alC22022 to al122022, 
AL, 12, 2022100500,   , BEST,   0, 146N,  305W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  50,  40,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 12, 2022100506,   , BEST,   0, 150N,  309W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  60,  40,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 12, 2022100512,   , BEST,   0, 153N,  315W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  60,  40,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 12, 2022100518,   , BEST,   0, 160N,  319W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  60,  40,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 12, 2022100600,   , BEST,   0, 170N,  321W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1012,   90,  60,  40,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 12, 2022100606,   , BEST,   0, 177N,  328W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1012,   80,  60,  40,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 12, 2022100612,   , BEST,   0, 181N,  339W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1012,   80,  60,  40,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
AL, 12, 2022100618,   , BEST,   0, 187N,  350W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,   80,  60,  35,   0,   L,   0,    ,   0,   0,     TWELVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 032, 
