AL, 09, 2023082112,   , BEST,   0, 247N,  892W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  90,   0,   0,   L,   0,    ,   0,   0,       NINE,  ,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082118,   , BEST,   0, 250N,  908W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  90,  40,   0,   L,   0,    ,   0,   0,       NINE, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082200,   , BEST,   0, 254N,  924W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  70,  40,   0,   L,   0,    ,   0,   0,       NINE, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082206,   , BEST,   0, 258N,  943W,  40, 1003, TS,  34, NEQ,  100,   30,    0,   60, 1010,  100,  50,  50,   0,   L,   0,    ,   0,   0,     HAROLD, S,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082212,   , BEST,   0, 268N,  964W,  50,  996, TS,  34, NEQ,  100,   30,    0,   60, 1009,  120,  30,  50,   0,   L,   0,    ,   0,   0,     HAROLD, M,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082212,   , BEST,   0, 268N,  964W,  50,  996, TS,  50, NEQ,   30,    0,    0,    0, 1009,  120,  30,  50,   0,   L,   0,    ,   0,   0,     HAROLD, M,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082215,   , BEST,   0, 271N,  974W,  50,  995, TS,  34, NEQ,  100,   30,    0,   60, 1009,  120,  30,   0,   0,   L,   0,    ,   0,   0,     HAROLD,  ,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082215,   , BEST,   0, 271N,  974W,  50,  995, TS,  50, NEQ,   30,    0,    0,    0, 1009,  120,  30,   0,   0,   L,   0,    ,   0,   0,     HAROLD,  ,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082218,   , BEST,   0, 273N,  983W,  40,  997, TS,  34, NEQ,  100,    0,    0,    0, 1009,  120,  30,  45,   0,   L,   0,    ,   0,   0,     HAROLD, M,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082300,   , BEST,   0, 277N, 1001W,  30, 1002, TD,   0,    ,    0,    0,    0,    0, 1008,   70,  40,  40,   0,   L,   0,    ,   0,   0,     HAROLD, M,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082306,   , BEST,   0, 285N, 1017W,  25, 1007, TD,   0,    ,    0,    0,    0,    0, 1008,   45,  50,  35,   0,   L,   0,    ,   0,   0,     HAROLD, M,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
AL, 09, 2023082312,   , BEST,   0, 297N, 1033W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1012,   65,  50,  30,   0,   L,   0,    ,   0,   0,     HAROLD, M,  0,    ,    0,    0,    0,    0, genesis-num, 019, 
