WP, 96, 2017010706,   , BEST,   0, 065N, 1293E,  15, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,    ,   0,   0,   W,   0,   X, 315,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP962016, JTWC, NCEP_TCVITALS, 
WP, 96, 2017010718,   , BEST,   0, 081N, 1273E,  20, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1005,  160,  45,   0,   0,   W,   0,   X, 305,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP962016, JTWC, NCEP_TCVITALS, 
