SH, 91, 2016031818,   , BEST,   0, 090S, 0664E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1009,  150,  60,   0,   0,   S,   0,   X,  95,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH912016, JTWC, NCEP_TCVITALS, 
SH, 91, 2016042100,   , BEST,   0, 151S, 1563W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  180,  45,   0,   0,   P,   0,   X, 105,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH912016, JTWC, NCEP_TCVITALS, 
