SH, 15, 2013020912,   , BEST,   0,  96S,  870E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 
SH, 15, 2013020918,   , BEST,   0, 101S,  870E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  180,  40,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 15, 2013021000,   , BEST,   0, 108S,  865E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1006,  190,  40,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 15, 2013021006,   , BEST,   0, 113S,  856E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1006,  190,  40,   0,   0, 
SH, 15, 2013021012,   , BEST,   0, 119S,  845E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1006,  190,  40,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 15, 2013021018,   , BEST,   0, 120S,  834E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1005,  200,  45,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 15, 2013021100,   , BEST,   0, 120S,  826E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1003,  210,  40,   0,   0,   S,   0,    ,   0,   0,    FIFTEEN, M, 
SH, 15, 2013021106,   , BEST,   0, 124S,  819E,  35,  996, TS,  34, NEQ,   45,   45,   45,   45, 1003,  210,  40,   0,   0,   S,   0,    ,   0,   0,    FIFTEEN, M, 
SH, 15, 2013021112,   , BEST,   0, 132S,  813E,  40,  993, TS,  34, NEQ,   45,   50,   50,   45, 1004,  220,  35,   0,   0,   S,   0,    ,   0,   0,       GINO, M, 
SH, 15, 2013021118,   , BEST,   0, 141S,  809E,  45,  989, TS,  34, NEQ,   50,   55,   55,   50, 1004,  220,  35,   0,   0,   S,   0,    ,   0,   0,       GINO, M, 
SH, 15, 2013021200,   , BEST,   0, 148S,  803E,  55,  982, TS,  34, NEQ,   55,   60,   55,   55, 1004,  230,  20,   0,   0,   S,   0,    ,   0,   0,       GINO, M, 
SH, 15, 2013021200,   , BEST,   0, 148S,  803E,  55,  982, TS,  50, NEQ,   20,   20,   20,   20, 1004,  230,  20,   0,   0,   S,   0,    ,   0,   0,       GINO, M, 
SH, 15, 2013021206,   , BEST,   0, 157S,  802E,  65,  974, HU,  34, NEQ,   75,   70,   55,   85, 1002,  230,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021206,   , BEST,   0, 157S,  802E,  65,  974, HU,  50, NEQ,   45,   45,   40,   45, 1002,  230,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021206,   , BEST,   0, 157S,  802E,  65,  974, HU,  64, NEQ,   15,   15,   15,   15, 1002,  230,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021212,   , BEST,   0, 166S,  797E,  70,  970, HU,  34, NEQ,   75,   70,   55,   85, 1002,  230,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021212,   , BEST,   0, 166S,  797E,  70,  970, HU,  50, NEQ,   45,   45,   40,   45, 1002,  230,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021212,   , BEST,   0, 166S,  797E,  70,  970, HU,  64, NEQ,   15,   15,   15,   15, 1002,  230,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021218,   , BEST,   0, 175S,  796E,  75,  967, HU,  34, NEQ,   75,   70,   55,   85, 1002,  240,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021218,   , BEST,   0, 175S,  796E,  75,  967, HU,  50, NEQ,   45,   45,   40,   45, 1002,  240,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021218,   , BEST,   0, 175S,  796E,  75,  967, HU,  64, NEQ,   15,   15,   15,   15, 1002,  240,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021300,   , BEST,   0, 184S,  796E,  85,  959, HU,  34, NEQ,   80,   90,   85,   85, 1002,  250,  15,   0,   0,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021300,   , BEST,   0, 184S,  796E,  85,  959, HU,  50, NEQ,   40,   50,   45,   40, 1002,  250,  15,   0,   0,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021300,   , BEST,   0, 184S,  796E,  85,  959, HU,  64, NEQ,   20,   20,   20,   20, 1002,  250,  15,   0,   0,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021306,   , BEST,   0, 191S,  796E,  85,  959, HU,  34, NEQ,   80,   90,   85,   85, 1002,  250,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021306,   , BEST,   0, 191S,  796E,  85,  959, HU,  50, NEQ,   40,   50,   45,   40, 1002,  250,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021306,   , BEST,   0, 191S,  796E,  85,  959, HU,  64, NEQ,   20,   20,   20,   20, 1002,  250,  15,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021312,   , BEST,   0, 200S,  798E,  85,  959, HU,  34, NEQ,   80,   90,   85,   85, 1002,  240,  20,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021312,   , BEST,   0, 200S,  798E,  85,  959, HU,  50, NEQ,   40,   50,   45,   40, 1002,  240,  20,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021312,   , BEST,   0, 200S,  798E,  85,  959, HU,  64, NEQ,   20,   20,   20,   20, 1002,  240,  20,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021318,   , BEST,   0, 211S,  800E,  90,  956, HU,  34, NEQ,  110,  110,  105,  100, 1004,  220,  20,   0,   5,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021318,   , BEST,   0, 211S,  800E,  90,  956, HU,  50, NEQ,   50,   50,   45,   40, 1004,  220,  20,   0,   5,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021318,   , BEST,   0, 211S,  800E,  90,  956, HU,  64, NEQ,   30,   30,   30,   30, 1004,  220,  20,   0,   5,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021400,   , BEST,   0, 220S,  804E,  90,  956, HU,  34, NEQ,  110,  110,  105,  100, 1002,  200,  20,   0,   5,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021400,   , BEST,   0, 220S,  804E,  90,  956, HU,  50, NEQ,   50,   50,   45,   40, 1002,  200,  20,   0,   5,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021400,   , BEST,   0, 220S,  804E,  90,  956, HU,  64, NEQ,   30,   30,   30,   30, 1002,  200,  20,   0,   5,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021406,   , BEST,   0, 230S,  809E,  90,  956, HU,  34, NEQ,  110,  110,  105,  100, 1002,  200,  20,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021406,   , BEST,   0, 230S,  809E,  90,  956, HU,  50, NEQ,   50,   50,   45,   40, 1002,  200,  20,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021406,   , BEST,   0, 230S,  809E,  90,  956, HU,  64, NEQ,   30,   30,   30,   30, 1002,  200,  20,   0,  10,   S,   0,    ,   0,   0,       GINO, D, 
SH, 15, 2013021412,   , BEST,   0, 241S,  813E,  75,  967, HU,  34, NEQ,  110,  110,  100,  100, 1002,  200,  20,   0,   0, 
SH, 15, 2013021412,   , BEST,   0, 241S,  813E,  75,  967, HU,  50, NEQ,   50,   50,   40,   40, 1002,  200,  20,   0,   0, 
