EP, 92, 2011082118,   , BEST,   0, 148N,  939W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 
EP, 92, 2011082200,   , BEST,   0, 149N,  951W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 
EP, 92, 2011082212,   , BEST,   0, 167N, 1013W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 
EP, 92, 2011082300,   , BEST,   0, 174N, 1033W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 
EP, 92, 2011082306,   , BEST,   0, 178N, 1044W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 
EP, 92, 2011082312,   , BEST,   0, 184N, 1058W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 92, 2011082318,   , BEST,   0, 189N, 1070W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150,   0,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 92, 2011082400,   , BEST,   0, 195N, 1084W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  150,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
EP, 92, 2011082406,   , BEST,   0, 196N, 1102W,  25, 1006, DB,   0,    ,    0,    0,    0,    0, 
EP, 92, 2011082412,   , BEST,   0, 194N, 1114W,  25, 1004, DB,  34, NEQ,    0,    0,    0,    0, 1007,  120,  50,   0,   0,   E,   0,    ,   0,   0,     INVEST, S, 
