AL, 06, 2002090518,   , BEST,   0, 280N,  938W,  30, 1009, TD,  34, NEQ,    0,    0,    0,    0, 1011,  100,  60,   0,   0, 
AL, 06, 2002090600,   , BEST,   0, 278N,  939W,  35, 1006, TS,  34, NEQ,   50,    0,    0,    0, 1011,  100,  60,   0,   0, 
AL, 06, 2002090606,   , BEST,   0, 276N,  941W,  45, 1005, TS,  34, NEQ,  120,    0,    0,   75, 1012,  125,  75,   0,   0, 
AL, 06, 2002090612,   , BEST,   0, 277N,  945W,  50, 1001, TS,  34, NEQ,  125,    0,    0,   75, 1012,  125,  75,   0,   0, 
AL, 06, 2002090618,   , BEST,   0, 278N,  947W,  50,  999, TS,  34, NEQ,  120,    0,    0,   65, 1010,  140,  45,   0,   0, 
AL, 06, 2002090700,   , BEST,   0, 279N,  950W,  50,  998, TS,  34, NEQ,  120,    0,    0,   65, 1010,  140,  45,   0,   0, 
AL, 06, 2002090706,   , BEST,   0, 281N,  956W,  50,  999, TS,  34, NEQ,  120,    0,    0,   65, 1008,  150,  35,   0,   0, 
AL, 06, 2002090709,   , BEST,   0, 285N,  963W,  50,  999, TS,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090712,   , BEST,   0, 291N,  969W,  30, 1002, TD,  34, NEQ,    0,    0,    0,    0, 1008,  150,  50,   0,   0, 
AL, 06, 2002090718,   , BEST,   0, 289N,  985W,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090800,   , BEST,   0, 289N,  989W,  20, 1003, TD,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090806,   , BEST,   0, 287N,  993W,  15, 1007, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090812,   , BEST,   0, 290N,  995W,  10, 1007, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090818,   , BEST,   0, 289N,  991W,  10, 1008, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090900,   , BEST,   0, 285N,  992W,  10, 1008, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090906,   , BEST,   0, 283N,  992W,  10, 1008, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090912,   , BEST,   0, 281N,  994W,  10, 1009, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002090918,   , BEST,   0, 278N,  996W,  10, 1009, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002091000,   , BEST,   0, 274N,  995W,  10, 1008, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002091006,   , BEST,   0, 270N,  993W,  10, 1008, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002091012,   , BEST,   0, 268N,  998W,  10, 1008, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002091018,   , BEST,   0, 266N, 1004W,  10, 1008, LO,   0,    ,    0,    0,    0,    0, 
AL, 06, 2002091100,   , BEST,   0, 265N, 1010W,  10, 1007, LO,   0,    ,    0,    0,    0,    0, 
