SH, 08, 2022012506,   , BEST,   0, 114S,  906E,  20, 1003, DB,   0,    ,    0,    0,    0,    0, 1007,  100,  45,   0,   0,   S,   0,    ,   0,   0, 
SH, 08, 2022012512,   , BEST,   0, 121S,  910E,  20, 1003, DB,   0,    ,    0,    0,    0,    0, 1007,  100,  45,   0,   0,   S,   0,    ,   0,   0, 
SH, 08, 2022012518,   , BEST,   0, 134S,  905E,  25, 1005, TD,   0,    ,    0,    0,    0,    0, 1007,  150,  50,   0,   0,   S,   0,    ,   0,   0, 
SH, 08, 2022012600,   , BEST,   0, 141S,  894E,  30, 1003, TD,   0,    ,    0,    0,    0,    0, 1007,  155,  50,   0,   0,   S,   0,    ,   0,   0, 
SH, 08, 2022012606,   , BEST,   0, 146S,  879E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1007,  150,  30,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 08, 2022012612,   , BEST,   0, 149S,  868E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1005,  130,  30,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 08, 2022012618,   , BEST,   0, 156S,  849E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  130,  30,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 08, 2022012700,   , BEST,   0, 161S,  834E,  40,  999, TS,  34, NEQ,   30,   70,   60,    0, 1004,  130,  20,   0,   0,   S,   0,    ,   0,   0,      EIGHT, M,  0,    ,    0,    0,    0,    0, TRANSITIONED, shB62022 to sh082022, 
SH, 08, 2022012706,   , BEST,   0, 168S,  818E,  50,  995, TS,  34, NEQ,   50,   85,   75,    0, 1005,  130,  15,   0,   0,   S,   0,    ,   0,   0,      EIGHT, D, 
SH, 08, 2022012706,   , BEST,   0, 168S,  818E,  50,  995, TS,  50, NEQ,   30,   30,    0,    0, 1005,  130,  15,   0,   0,   S,   0,    ,   0,   0,      EIGHT, D, 
SH, 08, 2022012712,   , BEST,   0, 179S,  797E,  90,  970, HU,  34, NEQ,   65,   75,   65,   30, 1005,  130,   7,   0,  10,   S,   0,    ,   0,   0,   BATSIRAI, D, 
SH, 08, 2022012712,   , BEST,   0, 179S,  797E,  90,  970, HU,  50, NEQ,   30,   30,   30,   25, 1005,  130,   7,   0,  10,   S,   0,    ,   0,   0,   BATSIRAI, D, 
SH, 08, 2022012712,   , BEST,   0, 179S,  797E,  90,  970, HU,  64, NEQ,   10,   10,   10,   10, 1005,  130,   7,   0,  10,   S,   0,    ,   0,   0,   BATSIRAI, D, 
SH, 08, 2022012718,   , BEST,   0, 184S,  778E,  65,  987, HU,  34, NEQ,   65,   65,   55,   40, 1005,  130,  10,   0,   0,   S,   0,    ,   0,   0,   BATSIRAI, D, 
SH, 08, 2022012718,   , BEST,   0, 184S,  778E,  65,  987, HU,  50, NEQ,   30,   45,   35,   20, 1005,  130,  10,   0,   0,   S,   0,    ,   0,   0,   BATSIRAI, D, 
