IO, 95, 2019080618,   , BEST,   0, 204N, 0881E,  30,  990, XX,  34, NEQ,    0,    0,    0,    0,  995,  150,  45,   0,   0,   B,   0,   X, 310,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO952019, JTWC, NCEP_TCVITALS, 
IO, 95, 2019080700,   , BEST,   0, 203N, 0875E,  30,  990, XX,  34, NEQ,    0,    0,    0,    0,  995,  150,  45,   0,   0,   B,   0,   X, 280,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO952019, JTWC, NCEP_TCVITALS, 
