WP, 93, 2016081118,   , BEST,   0, 155N, 1386E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1005,  180,  45,   0,   0,   W,   0,   X, 130,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016081200,   , BEST,   0, 160N, 1384E,  20, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1005,  180,  45,   0,   0,   W,   0,   X, 130,   4,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016081206,   , BEST,   0, 162N, 1387E,  20, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1005,  180,  45,   0,   0,   W,   0,   X, 100,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016081212,   , BEST,   0, 165N, 1387E,  20, 1001, XX,  34, NEQ,    0,    0,    0,    0, 1003,  180,  45,   0,   0,   W,   0,   X,  95,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016081218,   , BEST,   0, 165N, 1394E,  20, 1001, XX,  34, NEQ,    0,    0,    0,    0, 1003,  180,  50,   0,   0,   W,   0,   X,  90,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016081300,   , BEST,   0, 170N, 1399E,  20,  999, XX,  34, NEQ,    0,    0,    0,    0, 1002,  180,  50,   0,   0,   W,   0,   X,  70,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016081306,   , BEST,   0, 187N, 1407E,  25,  997, XX,  34, NEQ,    0,    0,    0,    0, 1001,  200,  50,   0,   0,   W,   0,   X,  40,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016101106,   , BEST,   0, 109N, 1290E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  120,  20,   0,   0,   W,   0,   X, 310,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016101112,   , BEST,   0, 113N, 1284E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  120,  20,   0,   0,   W,   0,   X, 310,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016101118,   , BEST,   0, 118N, 1329E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1009,  120,  20,   0,   0,   W,   0,   X,  50,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016101200,   , BEST,   0, 123N, 1315E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  200,  20,   0,   0,   W,   0,   X, 350,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
WP, 93, 2016101206,   , BEST,   0, 127N, 1309E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1008,  200,  20,   0,   0,   W,   0,   X, 320,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP932016, JTWC, NCEP_TCVITALS, 
