IO, 95, 2020112100,   , BEST,   0, 110N, 0605E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1007,   50,  25,   0,   0,   A,   0,   X, 265,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO952020, JTWC, NCEP_TCVITALS, 
IO, 95, 2020112106,   , BEST,   0, 110N, 0593E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1007,   50,  25,   0,   0,   A,   0,   X, 265,  11,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO952020, JTWC, NCEP_TCVITALS, 
IO, 95, 2020112112,   , BEST,   0, 114N, 0572E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1007,  110,  25,   0,   0,   A,   0,   X, 275,  15,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO952020, JTWC, NCEP_TCVITALS, 
