IO, 99, 2018100518,   , BEST,   0, 113N, 0697E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1008,  165,  50,   0,   0,   A,   0,   X, 275,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
IO, 99, 2018100600,   , BEST,   0, 115N, 0684E,  20, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  240,  50,   0,   0,   A,   0,   X, 270,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
IO, 99, 2018100606,   , BEST,   0, 113N, 0669E,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  240,  50,   0,   0,   A,   0,   X, 270,  11,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
IO, 99, 2018100612,   , BEST,   0, 114N, 0661E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1006,  230,  50,   0,   0,   A,   0,   X, 275,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
IO, 99, 2018100618,   , BEST,   0, 117N, 0653E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1008,  265,  50,   0,   0,   A,   0,   X, 280,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
IO, 99, 2018100700,   , BEST,   0, 118N, 0646E,  25, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1007,  300,  50,   0,   0,   A,   0,   X, 285,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
IO, 99, 2018100706,   , BEST,   0, 115N, 0652E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1007,  285,  50,   0,   0,   A,   0,   X, 280,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
IO, 99, 2018100712,   , BEST,   0, 121N, 0643E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1006,  260,  50,   0,   0,   A,   0,   X, 295,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
IO, 99, 2018100718,   , BEST,   0, 120N, 0630E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1008,  300,  20,   0,   0,   A,   0,   X, 285,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO992018, JTWC, NCEP_TCVITALS, 
