AL, 10, 2020072918,   , BEST,   0, 127N,  197W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  25,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
AL, 10, 2020073000,   , BEST,   0, 127N,  201W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  25,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
AL, 10, 2020073006,   , BEST,   0, 128N,  204W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  25,   0,   0,    ,   0,    ,   0,   0,     INVEST,  , 
AL, 10, 2020073012,   , BEST,   0, 130N,  204W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  25,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 10, 2020073018,   , BEST,   0, 131N,  202W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  120,  25,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 10, 2020073100,   , BEST,   0, 132N,  200W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  25,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 10, 2020073106,   , BEST,   0, 137N,  197W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  25,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 10, 2020073112,   , BEST,   0, 145N,  194W,  30, 1008, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  25,   0,   0,   L,   0,    ,   0,   0,     INVEST, S, 
AL, 10, 2020073118,   , BEST,   0, 155N,  197W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  25,  40,   0,   L,   0,    ,   0,   0,        TEN, M,  0,    ,    0,    0,    0,    0, TRANSITIONED, alC32020 to al102020, 
AL, 10, 2020080100,   , BEST,   0, 165N,  203W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  25,  40,   0,   L,   0,    ,   0,   0,        TEN, M, 
AL, 10, 2020080106,   , BEST,   0, 174N,  210W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  25,  40,   0,   L,   0,    ,   0,   0,        TEN, M, 
AL, 10, 2020080112,   , BEST,   0, 183N,  218W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1014,  150,  25,  35,   0,   L,   0,    ,   0,   0,        TEN, M, 
AL, 10, 2020080118,   , BEST,   0, 190N,  230W,  25, 1009, TD,   0,    ,    0,    0,    0,    0, 1014,  150,  25,  35,   0,   L,   0,    ,   0,   0,        TEN, S, 
AL, 10, 2020080200,   , BEST,   0, 194N,  244W,  20, 1010, LO,   0,    ,    0,    0,    0,    0, 1014,  150,  25,  30,   0,   L,   0,    ,   0,   0,        TEN, S, 
