EP, 06, 2020071312,   , BEST,   0, 166N, 1104W,  30, 1007, TD,  34, NEQ,    0,    0,    0,    0, 1011,  100,  25,  40,   0,   E,   0,    ,   0,   0,     INVEST, D,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 06, 2020071318,   , BEST,   0, 166N, 1119W,  30, 1007, TD,  34, NEQ,    0,    0,    0,    0, 1011,  100,  25,  40,   0,   E,   0,    ,   0,   0,        SIX, D,  0,    ,    0,    0,    0,    0, genesis-num, 011, TRANSITIONED, epA82020 to ep062020, 
EP, 06, 2020071400,   , BEST,   0, 169N, 1133W,  30, 1007, TD,  34, NEQ,    0,    0,    0,    0, 1011,  100,  25,  40,   0,   E,   0,    ,   0,   0,        SIX, M,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 06, 2020071406,   , BEST,   0, 172N, 1145W,  25, 1008, TD,  34, NEQ,    0,    0,    0,    0, 1011,  100,  20,  35,   0,   E,   0,    ,   0,   0,        SIX, S,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
EP, 06, 2020071412,   , BEST,   0, 178N, 1158W,  25, 1008, TD,  34, NEQ,    0,    0,    0,    0, 1011,   90,  20,  35,   0,   E,   0,    ,   0,   0,        SIX, S,  0,    ,    0,    0,    0,    0, genesis-num, 011, 
