WP, 04, 2017061100,   , BEST,   0, 161N, 1169E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   W,   0,   X, 320,   9,       FOUR, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
WP, 04, 2017061106,   , BEST,   0, 172N, 1166E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1006,  150,  55,   0,   0,   W,   0,   X, 330,   9,       FOUR, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
WP, 04, 2017061112,   , BEST,   0, 182N, 1163E,  30, 1001, XX,  34, NEQ,    0,    0,    0,    0, 1005,  125,  55,   0,   0,   W,   0,   X, 340,  10,     MERBOK, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
WP, 04, 2017061118,   , BEST,   0, 195N, 1159E,  35,  999, XX,  34, NEQ,   55,   50,   45,   40, 1005,  125,  50,   0,   0,   W,   0,   X, 345,  12,     MERBOK, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
WP, 04, 2017061200,   , BEST,   0, 204N, 1150E,  40,  994, XX,  34, NEQ,   55,   50,   45,   40, 1005,  125,  50,   0,   0,   W,   0,   X, 335,  12,     MERBOK, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
WP, 04, 2017061206,   , BEST,   0, 212N, 1147E,  45,  997, XX,  34, NEQ,   55,   50,   45,   40, 1005,  145,  40,   0,   0,   W,   0,   X, 335,  11,     MERBOK, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
WP, 04, 2017061212,   , BEST,   0, 221N, 1145E,  45,  995, XX,  34, NEQ,   40,   50,   45,   40, 1003,  145,  40,   0,   0,   W,   0,   X, 340,  10,     MERBOK, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
WP, 04, 2017061218,   , BEST,   0, 230N, 1146E,  40,  996, XX,  34, NEQ,   85,  100,  105,   45, 1004,  145,  40,   0,   0,   W,   0,   X, 350,   9,     MERBOK, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
WP, 04, 2017061300,   , BEST,   0, 238N, 1149E,  30, 1001, XX,  34, NEQ,    0,    0,    0,    0, 1006,  145,  40,   0,   0,   W,   0,   X,   5,   9,     MERBOK, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042017, JTWC, NCEP_TCVITALS, 
