IO, 94, 2021121906,   , BEST,   0, 035N, 0930E,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 1011,  125,   0,   0,   0,   B,   0,   X, 105,  13,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO942021, JTWC, NCEP_TCVITALS, 
IO, 94, 2021121912,   , BEST,   0, 049N, 0936E,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 1010,  100,   0,   0,   0,   B,   0,   X,  85,  11,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO942021, JTWC, NCEP_TCVITALS, 
IO, 94, 2021122018,   , BEST,   0, 058N, 0960E,  30, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1015,  140,  30,   0,   0,   B,   0,   X,  70,   5,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO942021, JTWC, NCEP_TCVITALS, 
IO, 94, 2021122100,   , BEST,   0, 058N, 0968E,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 1012,  140,  30,   0,   0,   B,   0,   X,  80,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO942021, JTWC, NCEP_TCVITALS, 
