WP, 01, 2018010200,   , BEST,   0, 094N, 1225E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1006,  160,  45,   0,   0,   W,   0,   X, 275,  17,        ONE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP012018, JTWC, NCEP_TCVITALS, 
WP, 01, 2018010206,   , BEST,   0, 093N, 1207E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1005,  160,  45,   0,   0,   W,   0,   X, 270,  18,        ONE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP012018, JTWC, NCEP_TCVITALS, 
WP, 01, 2018010212,   , BEST,   0, 094N, 1189E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1006,  155,  40,   0,   0,   W,   0,   X, 270,  19,        ONE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP012018, JTWC, NCEP_TCVITALS, 
WP, 01, 2018010218,   , BEST,   0, 097N, 1172E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1006,  155,  40,   0,   0,   W,   0,   X, 275,  17,        ONE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP012018, JTWC, NCEP_TCVITALS, 
WP, 01, 2018010300,   , BEST,   0, 102N, 1158E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1006,  155,  40,   0,   0,   W,   0,   X, 280,  16,        ONE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP012018, JTWC, NCEP_TCVITALS, 
WP, 01, 2018010306,   , BEST,   0, 110N, 1148E,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  150,  40,   0,   0,   W,   0,   X, 290,  14,    BOLAVEN, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP012018, JTWC, NCEP_TCVITALS, 
WP, 01, 2018010312,   , BEST,   0, 116N, 1133E,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  140,  30,   0,   0,   W,   0,   X, 295,  15,    BOLAVEN, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP012018, JTWC, NCEP_TCVITALS, 
WP, 01, 2018010400,   , BEST,   0, 123N, 1110E,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1009,  115,  30,   0,   0,   W,   0,   X, 290,  13,    BOLAVEN, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP012018, JTWC, NCEP_TCVITALS, 
