WP, 97, 2017062406,   , BEST,   0, 130N, 1478E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   W,   0,   X, 295,  13,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017062412,   , BEST,   0, 132N, 1467E,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   W,   0,   X, 290,  11,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017062418,   , BEST,   0, 128N, 1465E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   W,   0,   X, 275,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017062500,   , BEST,   0, 137N, 1458E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   W,   0,   X, 295,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017062506,   , BEST,   0, 140N, 1444E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   W,   0,   X, 290,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017062512,   , BEST,   0, 140N, 1434E,  20, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   W,   0,   X, 280,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017062518,   , BEST,   0, 140N, 1426E,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 1009,  150,  40,   0,   0,   W,   0,   X, 275,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017062600,   , BEST,   0, 141N, 1416E,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 1009,  150,  40,   0,   0,   W,   0,   X, 270,   9,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017062612,   , BEST,   0, 159N, 1397E,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 1009,  150,  40,   0,   0,   W,   0,   X, 305,  11,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017072012,   , BEST,   0, 232N, 1776E,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 1012,  180, 100,   0,   0,   W,   0,   X, 330,   3,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
WP, 97, 2017072018,   , BEST,   0, 246N, 1773E,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 1011,  175, 100,   0,   0,   W,   0,   X, 345,   7,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP972017, JTWC, NCEP_TCVITALS, 
