WP, 23, 2017100900,   , BEST,   0, 167N, 1119E,  25, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   W,   0,   X, 285,  15,  TWENTY-TH, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP232017, JTWC, NCEP_TCVITALS, 
WP, 23, 2017100906,   , BEST,   0, 172N, 1106E,  30, 1001, XX,  34, NEQ,    0,    0,    0,    0, 1004,  180,  50,   0,   0,   W,   0,   X, 290,  15,  TWENTY-TH, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP232017, JTWC, NCEP_TCVITALS, 
WP, 23, 2017100912,   , BEST,   0, 176N, 1089E,  30, 1001, XX,  34, NEQ,    0,    0,    0,    0, 1004,  180,  50,   0,   0,   W,   0,   X, 285,  14,  TWENTY-TH, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP232017, JTWC, NCEP_TCVITALS, 
WP, 23, 2017100918,   , BEST,   0, 178N, 1071E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1004,  160,  50,   0,   0,   W,   0,   X, 285,  16,  TWENTY-TH, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP232017, JTWC, NCEP_TCVITALS, 
