IO, 97, 2018091812,   , BEST,   0, 160N, 0930E,  20, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1003,  180,  50,   0,   0,   B,   0,   X, 280,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO972018, JTWC, NCEP_TCVITALS, 
IO, 97, 2018091818,   , BEST,   0, 167N, 0921E,  20, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1004,  270,  50,   0,   0,   B,   0,   X, 290,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO972018, JTWC, NCEP_TCVITALS, 
IO, 97, 2018091900,   , BEST,   0, 166N, 0914E,  20, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1003,  270,  50,   0,   0,   B,   0,   X, 290,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO972018, JTWC, NCEP_TCVITALS, 
IO, 97, 2018091906,   , BEST,   0, 169N, 0910E,  20, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1002,  180,  50,   0,   0,   B,   0,   X, 295,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO972018, JTWC, NCEP_TCVITALS, 
IO, 97, 2018091912,   , BEST,   0, 175N, 0897E,  25,  998, XX,  34, NEQ,    0,    0,    0,    0, 1002,  180,  50,   0,   0,   B,   0,   X, 295,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO972018, JTWC, NCEP_TCVITALS, 
IO, 97, 2018091918,   , BEST,   0, 174N, 0875E,  30,  999, XX,  34, NEQ,    0,    0,    0,    0, 1002,  220,  50,   0,   0,   B,   0,   X, 280,  13,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO972018, JTWC, NCEP_TCVITALS, 
IO, 97, 2018092012,   , BEST,   0, 185N, 0857E,  35,  994, XX,  34, NEQ,   65,   85,   85,   65, 1002,  220,  50,   0,   0,   B,   0,   X, 300,   9,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO972018, JTWC, NCEP_TCVITALS, 
IO, 97, 2018092012,   , BEST,   0, 181N, 0863E,  35,  995, XX,  34, NEQ,   65,   85,   85,   65, 1002,  220,  50,   0,   0,   B,   0,   X, 295,   7,     INVEST, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, IO972018, JTWC, NCEP_TCVITALS, 
