EP, 94, 2020092618,   , BEST,   0, 120N, 1017W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS033,  ,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092700,   , BEST,   0, 121N, 1024W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS033,  ,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092706,   , BEST,   0, 122N, 1030W,  15, 1009, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS033,  ,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092712,   , BEST,   0, 123N, 1034W,  20, 1009, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS033,  ,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092718,   , BEST,   0, 124N, 1037W,  20, 1009, LO,   0,    ,    0,    0,    0,    0, 1011,  160, 150,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 033, SPAWNINVEST, ep762020 to ep942020, 
EP, 94, 2020092800,   , BEST,   0, 127N, 1041W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  160,  80,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092806,   , BEST,   0, 132N, 1043W,  20, 1008, LO,   0,    ,    0,    0,    0,    0, 1011,  160,  80,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092812,   , BEST,   0, 135N, 1047W,  20, 1007, LO,   0,    ,    0,    0,    0,    0, 1009,  160,  80,  30,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092818,   , BEST,   0, 135N, 1053W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  160,  70,  35,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092900,   , BEST,   0, 135N, 1059W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  160,  60,  35,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
EP, 94, 2020092906,   , BEST,   0, 132N, 1070W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1009,  160,  60,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 033, 
