SH, 93, 2016022900,   , BEST,   0, 155S, 1525W,  25, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1003,  190,  35,   0,   0,   P,   0,   X, 125,  12,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH932016, JTWC, NCEP_TCVITALS, 
SH, 93, 2016022906,   , BEST,   0, 160S, 1523W,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1004,  180,  45,   0,   0,   P,   0,   X, 145,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH932016, JTWC, NCEP_TCVITALS, 
SH, 93, 2016022912,   , BEST,   0, 167S, 1520W,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1004,  180,  45,   0,   0,   P,   0,   X, 150,   7,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH932016, JTWC, NCEP_TCVITALS, 
SH, 93, 2016022918,   , BEST,   0, 178S, 1525W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1006,  180,  45,   0,   0,   P,   0,   X, 175,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH932016, JTWC, NCEP_TCVITALS, 
SH, 93, 2016030100,   , BEST,   0, 182S, 1526W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1004,  140,  45,   0,   0,   P,   0,   X, 175,   6,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH932016, JTWC, NCEP_TCVITALS, 
SH, 93, 2016030106,   , BEST,   0, 195S, 1528W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1004,  140,  45,   0,   0,   P,   0,   X, 185,   8,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH932016, JTWC, NCEP_TCVITALS, 
SH, 93, 2016030112,   , BEST,   0, 204S, 1529W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1004,  140,  45,   0,   0,   P,   0,   X, 185,  10,     INVEST, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, SH932016, JTWC, NCEP_TCVITALS, 
