WP, 04, 2019062818,   , BEST,   0, 140N, 1327E,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 1008,  170,  35,   0,   0,   W,   0,   X, 320,   7,       FOUR, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042019, JTWC, NCEP_TCVITALS, 
WP, 04, 2019062900,   , BEST,   0, 141N, 1322E,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1007,  175,  30,   0,   0,   W,   0,   X, 305,   7,       FOUR, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042019, JTWC, NCEP_TCVITALS, 
WP, 04, 2019062906,   , BEST,   0, 144N, 1317E,  35, 1002, XX,  34, NEQ,   10,   10,   10,   10, 1006,  175,  10,   0,   0,   W,   0,   X, 300,   6,       FOUR, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042019, JTWC, NCEP_TCVITALS, 
WP, 04, 2019062912,   , BEST,   0, 147N, 1311E,  40, 1001, XX,  34, NEQ,   15,   15,   15,   15, 1007,  165,  15,   0,   0,   W,   0,   X, 295,   6,       FOUR, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042019, JTWC, NCEP_TCVITALS, 
WP, 04, 2019062918,   , BEST,   0, 153N, 1307E,  35, 1001, XX,  34, NEQ,   65,   65,   60,   40, 1006,  170,  25,   0,   0,   W,   0,   X, 310,   6,       FOUR, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042019, JTWC, NCEP_TCVITALS, 
WP, 04, 2019063000,   , BEST,   0, 159N, 1297E,  35, 1001, XX,  34, NEQ,   75,   70,   65,   65, 1006,  170,  35,   0,   0,   W,   0,   X, 305,   8,       FOUR, M,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042019, JTWC, NCEP_TCVITALS, 
WP, 04, 2019063006,   , BEST,   0, 164N, 1283E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1006,  150,  35,   0,   0,   W,   0,   X, 300,  11,       FOUR, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042019, JTWC, NCEP_TCVITALS, 
WP, 04, 2019063012,   , BEST,   0, 167N, 1262E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1006,  130,  35,   0,   0,   W,   0,   X, 290,  15,       FOUR, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP042019, JTWC, NCEP_TCVITALS, 
