EP, 01, 2020042506,   , BEST,   0, 135N, 1155W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1009,  240,  40,   0,   0,   E,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
EP, 01, 2020042512,   , BEST,   0, 138N, 1160W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  200,  40,  40,   0,   E,   0,    ,   0,   0,        ONE, M,  0,    ,    0,    0,    0,    0, genesis-num, 001, TRANSITIONED, epA02020 to ep012020, 
EP, 01, 2020042518,   , BEST,   0, 142N, 1166W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  200,  40,  40,   0,   E,   0,    ,   0,   0,        ONE, M,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
EP, 01, 2020042600,   , BEST,   0, 146N, 1172W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  200,  40,  40,   0,   E,   0,    ,   0,   0,        ONE, M,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
EP, 01, 2020042606,   , BEST,   0, 150N, 1178W,  30, 1006, TD,   0,    ,    0,    0,    0,    0, 1010,  200,  40,  40,   0,   E,   0,    ,   0,   0,        ONE, M,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
EP, 01, 2020042612,   , BEST,   0, 155N, 1185W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  200,  40,  40,   0,   E,   0,    ,   0,   0,        ONE, M,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
EP, 01, 2020042618,   , BEST,   0, 160N, 1191W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  200,  40,  35,   0,   E,   0,    ,   0,   0,        ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
EP, 01, 2020042700,   , BEST,   0, 164N, 1199W,  25, 1008, LO,   0,    ,    0,    0,    0,    0, 1010,  200,  40,   0,   0,    ,   0,    ,   0,   0,        ONE,  ,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
EP, 01, 2020042706,   , BEST,   0, 166N, 1208W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1010,  200,  40,   0,   0,    ,   0,    ,   0,   0,        ONE,  ,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
EP, 01, 2020042712,   , BEST,   0, 168N, 1218W,  25, 1010, LO,   0,    ,    0,    0,    0,    0, 1010,  200,  40,   0,   0,    ,   0,    ,   0,   0,        ONE,  ,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
