WP, 12, 2021080206,   , BEST,   0, 229N, 1542E,  25, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1006,  110,  35,   0,   0,   W,   0,   X, 355,  11,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
WP, 12, 2021080218,   , BEST,   0, 254N, 1532E,  30, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1008,  110,  35,   0,   0,   W,   0,   X, 340,  14,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
WP, 12, 2021080300,   , BEST,   0, 266N, 1521E,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 1008,  110,  35,   0,   0,   W,   0,   X, 335,  14,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
WP, 12, 2021080306,   , BEST,   0, 275N, 1508E,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 1008,  110,  35,   0,   0,   W,   0,   X, 325,  15,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
WP, 12, 2021080500,   , BEST,   0, 290N, 1390E,  25, 1000, XX,  34, NEQ,    0,    0,    0,    0, 1004,  110,  45,   0,   0,   W,   0,   X, 260,  15,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
WP, 12, 2021080506,   , BEST,   0, 293N, 1379E,  25,  998, XX,  34, NEQ,    0,    0,    0,    0, 1003,  110,  35,   0,   0,   W,   0,   X, 265,  12,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
WP, 12, 2021080512,   , BEST,   0, 294N, 1371E,  25,  998, XX,  34, NEQ,    0,    0,    0,    0, 1003,  110,  35,   0,   0,   W,   0,   X, 270,  10,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
WP, 12, 2021080518,   , BEST,   0, 303N, 1365E,  25,  995, XX,  34, NEQ,    0,    0,    0,    0, 1001,   95,  35,   0,   0,   W,   0,   X, 290,   8,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
WP, 12, 2021080600,   , BEST,   0, 311N, 1350E,  25,  997, XX,  34, NEQ,    0,    0,    0,    0, 1003,   95,  35,   0,   0,   W,   0,   X, 305,  10,     TWELVE, S,   ,    ,     ,     ,     ,     ,      TCGP EXTRA DATA, WP122021, JTWC, NCEP_TCVITALS, 
