AL, 92, 2021100606,   , BEST,   0, 283N,  775W,  15, 1016, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS044,  ,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100612,   , BEST,   0, 288N,  780W,  15, 1016, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS044,  ,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100618,   , BEST,   0, 293N,  785W,  20, 1016, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS044,  ,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100700,   , BEST,   0, 300N,  789W,  20, 1016, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS044,  ,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100706,   , BEST,   0, 309N,  792W,  20, 1016, DB,   0,    ,    0,    0,    0,    0, 1018,  120,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100712,   , BEST,   0, 319N,  791W,  25, 1016, LO,   0,    ,    0,    0,    0,    0, 1018,  120,  50,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100718,   , BEST,   0, 322N,  783W,  25, 1016, LO,   0,    ,    0,    0,    0,    0, 1018,  120,  50,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100800,   , BEST,   0, 319N,  772W,  25, 1016, LO,   0,    ,    0,    0,    0,    0, 1018,  120,  50,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100806,   , BEST,   0, 317N,  761W,  25, 1015, LO,   0,    ,    0,    0,    0,    0, 1018,  120,  50,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100812,   , BEST,   0, 317N,  750W,  25, 1014, LO,   0,    ,    0,    0,    0,    0, 1017,  140,  60,  35,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100818,   , BEST,   0, 320N,  748W,  25, 1012, LO,   0,    ,    0,    0,    0,    0, 1016,  140,  60,  35,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100900,   , BEST,   0, 320N,  747W,  25, 1011, LO,   0,    ,    0,    0,    0,    0, 1016,  140,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100906,   , BEST,   0, 318N,  747W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1013,  140,  60,  35,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100912,   , BEST,   0, 324N,  750W,  30, 1007, LO,   0,    ,    0,    0,    0,    0, 1012,  140,  55,  40,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021100918,   , BEST,   0, 332N,  751W,  40, 1005, LO,  34, NEQ,   90,   80,    0,  120, 1012,  140,  40,  50,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021101000,   , BEST,   0, 335N,  755W,  40, 1003, LO,  34, NEQ,   90,   80,    0,  120, 1012,  140,  40,  50,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021101006,   , BEST,   0, 336N,  758W,  40, 1003, LO,  34, NEQ,  120,   60,    0,   80, 1012,  140,  40,  50,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021101012,   , BEST,   0, 339N,  760W,  35, 1005, LO,  34, NEQ,  120,   60,    0,   60, 1011,  140,  60,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021101018,   , BEST,   0, 342N,  758W,  30, 1006, LO,   0,    ,    0,    0,    0,    0, 1011,  140,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
AL, 92, 2021101100,   , BEST,   0, 342N,  757W,  30, 1008, LO,  34, NEQ,    0,    0,    0,    0, 1010,  120,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 044, 
